Id,InvoiceNo,ItemId,ReqQty,Qty,AmtInPer,Rate,MId,Unit
3954,0113,2779,4.0,124.0,100.0,70316.0,1301,1
3955,0114,2779,4.0,124.0,100.0,70316.0,1302,1
3956,0115,2776,4.0,203.0,100.0,46906.0,1303,1
3957,0116,2776,4.0,203.0,100.0,46906.0,1304,1
3958,0117,2779,4.0,124.0,100.0,70316.0,1305,1
3959,0118,2779,4.0,124.0,100.0,70316.0,1306,1
3960,0119,2779,2.0,124.0,100.0,70316.0,1307,1
3961,0120,2999,2.0,2.0,100.0,37300.0,1308,1
3962,0120,3000,2.0,2.0,100.0,49200.0,1308,1
3963,0120,3001,2.0,2.0,100.0,33800.0,1308,1
3964,0120,3002,2.0,2.0,100.0,63550.0,1308,1
3965,0120,3003,2.0,2.0,100.0,83250.0,1308,1
3966,0120,3004,2.0,2.0,100.0,17100.0,1308,1
3967,0120,3005,2.0,2.0,100.0,35500.0,1308,1
3968,0120,3006,6.0,6.0,100.0,11970.0,1308,1
3969,0120,3007,3.0,3.0,100.0,9910.0,1308,1
3970,0120,3008,3.0,3.0,100.0,28900.0,1308,1
3971,0120,3009,3.0,3.0,100.0,9910.0,1308,1
3973,0121,3039,12.0,167.0,100.0,40200.0,1310,1
3974,0122,2776,4.0,203.0,100.0,46906.0,1311,1
3975,0123,2779,4.0,124.0,100.0,70316.0,1312,1
3976,0124,3039,2.0,167.0,100.0,40200.0,1313,1
3977,0125,2777,2.0,30.0,100.0,42943.0,1314,1
3978,0125,2778,2.0,29.0,100.0,42943.0,1314,1
3979,0126,2779,2.0,124.0,100.0,70316.0,1315,1
3980,0126,2780,2.0,73.0,100.0,70316.0,1315,1
3981,0127,2779,2.0,124.0,100.0,70316.0,1316,1
3982,0127,2780,2.0,73.0,100.0,70316.0,1316,1
3983,0128,3039,2.0,167.0,100.0,40200.0,1317,1
3984,0129,2777,2.0,30.0,100.0,42943.0,1318,1
3985,0130,3039,4.0,167.0,100.0,40200.0,1319,1
3986,0131,3039,4.0,167.0,100.0,40200.0,1320,1
3987,0132,2779,2.0,124.0,100.0,70316.0,1321,1
3988,0132,2780,2.0,73.0,100.0,70316.0,1321,1
3989,0133,2779,2.0,124.0,100.0,70316.0,1322,1
3990,0133,2780,2.0,73.0,100.0,70316.0,1322,1
3991,0134,2779,2.0,124.0,100.0,70316.0,1323,1
3992,0135,2776,6.0,203.0,100.0,46906.0,1324,1
3993,0136,3039,4.0,167.0,100.0,40200.0,1325,1
3994,0137,2779,2.0,124.0,100.0,70316.0,1326,1
3995,0137,2780,2.0,73.0,100.0,70316.0,1326,1
3996,0138,2779,8.0,124.0,100.0,70316.0,1327,1
3997,0139,2826,1.0,1.0,100.0,273155.0,1328,1
3998,0139,2827,1.0,1.0,100.0,170250.0,1328,1
3999,0139,2831,2.0,2.0,100.0,170250.0,1328,1
4000,0140,2834,1.0,1.0,100.0,273155.0,1329,1
4001,0140,2838,1.0,1.0,100.0,170250.0,1329,1
4002,0141,3023,1.0,1.0,100.0,273155.0,1330,1
4003,0141,3024,1.0,1.0,100.0,170250.0,1330,1
4004,0142,2779,2.0,124.0,100.0,70316.0,1331,1
4005,0142,2780,2.0,73.0,100.0,70316.0,1331,1
4006,0143,3039,4.0,167.0,100.0,40200.0,1332,1
4007,0144,2779,3.0,124.0,100.0,70316.0,1333,1
4008,0144,2780,1.0,73.0,100.0,70316.0,1333,1
4010,0145,2780,4.0,73.0,100.0,70316.0,1334,1
4012,0146,3039,4.0,167.0,100.0,40200.0,1336,1
4013,0147,2707,1.0,1.0,100.0,48235.0,1337,1
4026,0148,2779,2.0,124.0,100.0,70316.0,1340,1
4027,0148,2780,2.0,73.0,100.0,70316.0,1340,1
4028,0149,3039,4.0,167.0,100.0,40200.0,1341,1
4029,0150,2779,3.0,124.0,100.0,70316.0,1342,1
4030,0151,2779,2.0,124.0,100.0,70316.0,1343,1
4031,0151,2780,2.0,73.0,100.0,70316.0,1343,1
4032,0152,3039,4.0,167.0,100.0,40200.0,1344,1
4033,0153,2779,2.0,124.0,100.0,70316.0,1345,1
4034,0153,2780,2.0,73.0,100.0,70316.0,1345,1
4035,0154,3039,4.0,167.0,100.0,40200.0,1346,1
4036,0155,2780,4.0,73.0,100.0,70316.0,1347,1
4037,0156,3039,4.0,167.0,100.0,40200.0,1348,1
4038,0157,2780,4.0,73.0,100.0,70316.0,1349,1
4039,0158,3039,4.0,167.0,100.0,40200.0,1350,1
4040,0159,2780,4.0,73.0,100.0,70316.0,1351,1
4041,0160,3039,4.0,167.0,100.0,40200.0,1352,1
4042,0161,2780,4.0,73.0,100.0,70316.0,1353,1
4044,0162,3039,4.0,167.0,100.0,40200.0,1355,1
4045,0163,2780,4.0,73.0,100.0,70316.0,1356,1
4046,0164,3039,4.0,167.0,100.0,40200.0,1357,1
4047,0165,3039,4.0,167.0,100.0,40200.0,1358,1
4048,0166,2779,1.0,124.0,100.0,70316.0,1359,1
4049,0166,2780,3.0,73.0,100.0,70316.0,1359,1
4050,0167,2789,1.0,1.0,100.0,126200.0,1360,1
4051,0167,2790,1.0,1.0,100.0,72750.0,1360,1
4052,0167,2791,1.0,1.0,100.0,44250.0,1360,1
4053,0167,2792,1.0,1.0,100.0,53200.0,1360,1
4054,0167,2793,1.0,1.0,100.0,72750.0,1360,1
4055,0167,2794,1.0,1.0,100.0,72750.0,1360,1
4056,0167,2795,1.0,1.0,100.0,112500.0,1360,1
4057,0167,2796,1.0,1.0,0.0,115000.0,1360,1
4058,0167,2797,1.0,1.0,100.0,88900.0,1360,1
4059,0167,2798,1.0,1.0,100.0,105000.0,1360,1
4060,0167,2799,1.0,1.0,100.0,108300.0,1360,1
4061,0167,2802,1.0,1.0,100.0,28250.0,1360,1
4062,0168,3039,4.0,167.0,100.0,40200.0,1361,1
4063,0169,2779,1.0,124.0,100.0,70316.0,1362,1
4064,0169,2780,3.0,73.0,100.0,70316.0,1362,1
4065,0170,2779,2.0,124.0,100.0,70316.0,1363,1
4066,0170,2780,2.0,73.0,100.0,70316.0,1363,1
4069,0171,2777,4.0,30.0,100.0,42943.0,1366,1
4070,0172,2779,1.0,124.0,100.0,70316.0,1367,1
4071,0172,2780,3.0,73.0,100.0,70316.0,1367,1
4072,0173,3039,4.0,167.0,100.0,40200.0,1368,1
4073,0174,3039,4.0,167.0,100.0,40200.0,1369,1
4074,0175,2779,1.0,124.0,100.0,70316.0,1370,1
4075,0175,2780,3.0,73.0,100.0,70316.0,1370,1
4076,0176,3039,4.0,167.0,100.0,40200.0,1371,1
4077,0177,2779,2.0,124.0,100.0,70316.0,1372,1
4078,0177,2780,2.0,73.0,100.0,70316.0,1372,1
4079,0178,3039,4.0,167.0,100.0,40200.0,1373,1
4080,0179,2779,3.0,124.0,100.0,70316.0,1374,1
4081,0179,2780,1.0,73.0,100.0,70316.0,1374,1
4082,0180,2998,25.0,25.0,100.0,3260.0,1375,1
4083,0181,2779,2.0,124.0,100.0,70316.0,1376,1
4084,0181,2780,2.0,73.0,100.0,70316.0,1376,1
4085,0181,2782,4.0,12.0,100.0,57515.0,1376,1
4086,0182,2779,2.0,124.0,100.0,70316.0,1377,1
4087,0182,2780,2.0,73.0,100.0,70316.0,1377,1
4088,0183,3039,4.0,167.0,0.0,40200.0,1378,1
4091,0184,2779,2.0,124.0,100.0,70316.0,1380,1
4092,0184,2780,2.0,73.0,100.0,70316.0,1380,1
4093,0184,2782,4.0,12.0,100.0,57515.0,1380,1
4094,0185,3039,4.0,167.0,100.0,40200.0,1381,1
4095,0186,2779,4.0,124.0,100.0,70316.0,1382,1
4096,0187,3039,4.0,167.0,100.0,40200.0,1383,1
4097,0188,2779,3.0,124.0,100.0,70316.0,1384,1
4098,0188,2780,1.0,73.0,100.0,70316.0,1384,1
4099,0189,3039,4.0,167.0,100.0,40200.0,1385,1
4100,0190,2779,4.0,124.0,100.0,70316.0,1386,1
4101,0191,3039,4.0,167.0,100.0,40200.0,1387,1
4102,0192,2779,2.0,124.0,100.0,70316.0,1388,1
4103,0192,2780,2.0,73.0,100.0,70316.0,1388,1
4104,0193,3072,1.0,1.0,100.0,173500.0,1389,1
4105,0194,3039,4.0,167.0,100.0,40200.0,1390,1
4109,0196,3075,2.0,43.0,100.0,46906.0,1393,1
4110,0197,2776,2.0,203.0,100.0,46906.0,1394,1
4111,0198,3039,4.0,167.0,100.0,40200.0,1395,1
4112,0199,3075,2.0,43.0,100.0,46906.0,1396,1
4113,0200,2776,2.0,203.0,100.0,46906.0,1397,1
4114,0201,3039,4.0,167.0,100.0,40200.0,1398,1
4115,0202,3075,2.0,43.0,100.0,46906.0,1399,1
4116,0203,2776,2.0,203.0,100.0,46906.0,1400,1
4117,0204,3039,4.0,167.0,100.0,40200.0,1401,1
4118,0205,3075,3.0,43.0,100.0,46906.0,1402,1
4119,0206,2776,1.0,203.0,100.0,46906.0,1403,1
4126,0207,2779,1.0,124.0,100.0,70316.0,1409,1
4127,0207,2780,3.0,73.0,100.0,70316.0,1409,1
4128,0208,3076,6.0,6.0,100.0,158900.0,1410,1
4129,0208,3077,2.0,2.0,100.0,309050.0,1410,1
4130,0208,3078,6.0,6.0,100.0,78400.0,1410,1
4131,0208,3079,4.0,4.0,100.0,11088.0,1410,1
4132,0208,3080,4.0,4.0,100.0,2156.0,1410,1
4133,0208,3081,4.0,4.0,100.0,3136.0,1410,1
4134,0208,3082,4.0,4.0,100.0,296.1,1410,1
4135,0208,3083,4.0,4.0,100.0,276.36,1410,1
4136,0208,3084,4.0,4.0,100.0,361.9,1410,1
4137,0208,3085,4.0,4.0,100.0,355.32,1410,1
4138,0208,3086,4.0,4.0,100.0,302.68,1410,1
4139,0208,3087,4.0,4.0,100.0,361.9,1410,1
4140,0208,3088,2.0,2.0,100.0,75810.0,1410,1
4141,0208,3089,2.0,2.0,100.0,73500.0,1410,1
4142,0208,3090,2.0,2.0,100.0,62230.0,1410,1
4143,0208,3091,4.0,4.0,100.0,2464.0,1410,1
4144,0208,3092,2.0,2.0,100.0,6720.0,1410,1
4145,0208,3093,4.0,4.0,100.0,2506.98,1410,1
4146,0208,3094,4.0,4.0,100.0,2368.8,1410,1
4147,0208,3095,4.0,4.0,100.0,296.1,1410,1
4148,0208,3096,4.0,4.0,100.0,345.45,1410,1
4149,0208,3097,4.0,4.0,100.0,9501.52,1410,1
4150,0208,3098,4.0,4.0,100.0,2401.7,1410,1
4151,0208,3099,4.0,4.0,100.0,427.7,1410,1
4152,0208,3100,4.0,4.0,100.0,894.88,1410,1
4153,0208,3101,4.0,4.0,100.0,427.7,1410,1
4154,0208,3102,4.0,4.0,100.0,493.5,1410,1
4155,0208,3103,4.0,4.0,100.0,378.35,1410,1
4156,0208,3104,2.0,2.0,100.0,81592.0,1410,1
4157,0209,3039,4.0,167.0,100.0,40200.0,1411,1
4158,0210,2779,3.0,124.0,100.0,70316.0,1412,1
4159,0210,2780,1.0,73.0,100.0,70316.0,1412,1
4160,0211,3039,4.0,167.0,100.0,40200.0,1413,1
4161,0212,3039,4.0,167.0,100.0,40200.0,1414,1
4162,0213,2779,3.0,124.0,100.0,70316.0,1415,1
4163,0214,2776,1.0,203.0,100.0,46906.0,1416,1
4164,0215,3039,4.0,167.0,100.0,40200.0,1417,1
4166,0216,3075,4.0,43.0,100.0,46906.0,1419,1
4167,0217,3075,4.0,43.0,100.0,46906.0,1420,1
4168,0218,3039,4.0,167.0,100.0,40200.0,1421,1
4169,0219,3039,4.0,167.0,100.0,40200.0,1422,1
4170,0220,2779,4.0,124.0,100.0,70316.0,1423,1
4171,0221,3039,4.0,167.0,100.0,40200.0,1424,1
4172,0222,2779,4.0,124.0,100.0,70316.0,1425,1
4173,0223,2777,4.0,30.0,100.0,42943.0,1426,1
4174,0223,2778,4.0,29.0,100.0,42943.0,1426,1
4175,0224,3033,2.0,80.0,100.0,46906.0,1427,1
4176,0224,3034,2.0,80.0,100.0,46906.0,1427,1
4177,0225,3039,4.0,167.0,100.0,40200.0,1428,1
4178,0226,3035,2.0,41.0,100.0,42943.0,1429,1
4179,0226,3036,2.0,41.0,100.0,42943.0,1429,1
4180,0227,2779,4.0,124.0,100.0,70316.0,1430,1
4181,0228,3039,4.0,167.0,100.0,40200.0,1431,1
4182,0229,2779,4.0,124.0,100.0,70316.0,1432,1
4183,0230,2777,2.0,30.0,100.0,42943.0,1433,1
4184,0230,2778,6.0,29.0,100.0,42943.0,1433,1
4185,0231,3034,4.0,80.0,100.0,46906.0,1434,1
4187,0233,3039,2.0,167.0,100.0,40200.0,1436,1
4188,0234,2781,6.0,11.0,100.0,57515.0,1437,1
4189,0234,2782,2.0,12.0,100.0,57515.0,1437,1
4190,0235,2779,3.0,124.0,100.0,70316.0,1438,1
4193,0236,3075,1.0,43.0,100.0,46906.0,1441,1
4194,0237,2772,4.0,62.0,100.0,26534.0,1442,1
4195,0238,3075,4.0,43.0,100.0,46906.0,1443,1
4196,0239,3075,4.0,43.0,100.0,46906.0,1444,1
4197,0240,3075,2.0,43.0,100.0,46906.0,1445,1
4198,0241,2776,2.0,203.0,100.0,46906.0,1446,1
4199,0242,2772,2.0,62.0,100.0,26534.0,1447,1
4202,0243,3075,3.0,43.0,100.0,46906.0,1449,1
4203,0244,2776,1.0,203.0,100.0,46906.0,1450,1
4207,0246,2776,4.0,203.0,0.0,46906.0,1453,1
4208,0247,3039,1.0,167.0,0.0,40200.0,1454,1
4209,0248,2776,4.0,203.0,100.0,46906.0,1455,1
4212,0249,3033,2.0,80.0,100.0,46906.0,1457,1
4213,0249,3034,2.0,80.0,100.0,46906.0,1457,1
4216,0250,2776,4.0,203.0,100.0,46906.0,1458,1
4217,0251,3035,1.0,41.0,100.0,42943.0,1459,1
4218,0251,3036,1.0,41.0,100.0,42943.0,1459,1
4222,0252,2776,4.0,203.0,100.0,46906.0,1462,1
4223,0253,2776,4.0,203.0,100.0,46906.0,1463,1
4224,0254,2776,4.0,203.0,100.0,46906.0,1464,1
4225,0254,2778,1.0,29.0,100.0,42943.0,1464,1
4226,0255,2776,4.0,203.0,100.0,46906.0,1465,1
4227,0256,2781,3.0,11.0,100.0,57515.0,1466,1
4228,0256,2782,1.0,12.0,100.0,57515.0,1466,1
4229,0257,2776,4.0,203.0,100.0,46906.0,1467,1
4230,0258,3033,2.0,80.0,100.0,46906.0,1468,1
4231,0258,3034,2.0,80.0,100.0,46906.0,1468,1
4232,0259,3033,4.0,80.0,100.0,46906.0,1469,1
4233,0260,3075,4.0,43.0,100.0,46906.0,1470,1
4234,0261,3034,4.0,80.0,100.0,46906.0,1471,1
4235,0262,3033,1.0,80.0,100.0,46906.0,1472,1
4236,0262,3034,1.0,80.0,100.0,46906.0,1472,1
4237,0263,3075,2.0,43.0,100.0,46906.0,1473,1
4238,0264,2708,1.0,1.0,100.0,48235.0,1474,1
4239,0265,3107,2.0,20.0,100.0,70316.0,1475,1
4240,0265,3108,2.0,20.0,100.0,70316.0,1475,1
4241,0266,3033,2.0,80.0,100.0,46906.0,1476,1
4242,0266,3034,2.0,80.0,100.0,46906.0,1476,1
4243,0267,3034,2.0,80.0,100.0,46906.0,1477,1
4244,0268,3075,2.0,43.0,100.0,46906.0,1478,1
4245,0269,3034,4.0,80.0,100.0,46906.0,1479,1
4246,0270,2776,2.0,203.0,100.0,46906.0,1480,1
4247,0271,3033,1.0,80.0,100.0,46906.0,1481,1
4248,0271,3034,1.0,80.0,100.0,46906.0,1481,1
4249,0272,2709,1.0,1.0,100.0,48235.0,1482,1
4250,0273,3033,1.0,80.0,100.0,46906.0,1483,1
4251,0273,3034,3.0,80.0,100.0,46906.0,1483,1
4252,0274,3075,4.0,43.0,100.0,46906.0,1484,1
4253,0275,3035,6.0,41.0,100.0,42943.0,1485,1
4254,0275,3036,2.0,41.0,100.0,42943.0,1485,1
4263,0276,2828,1.0,1.0,100.0,427000.0,1491,1
4264,0276,2832,1.0,1.0,100.0,440000.0,1491,1
4265,0277,2835,1.0,1.0,100.0,427000.0,1492,1
4266,0277,2839,1.0,1.0,100.0,440000.0,1492,1
4270,0278,3116,1.0,1.0,100.0,427000.0,1494,1
4271,0278,3117,1.0,1.0,100.0,440000.0,1494,1
4291,0279,3119,3.0,3.0,100.0,53410.0,1499,1
4292,0279,3120,4.0,4.0,100.0,309050.0,1499,1
4293,0279,3121,3.0,3.0,100.0,19775.0,1499,1
4294,0279,3122,4.0,4.0,100.0,420.0,1499,1
4295,0279,3123,4.0,4.0,100.0,355.32,1499,1
4296,0279,3124,4.0,4.0,100.0,342.16,1499,1
4297,0279,3125,4.0,4.0,100.0,302.68,1499,1
4298,0279,3126,4.0,4.0,100.0,302.68,1499,1
4299,0279,3127,2.0,2.0,100.0,48810.44,1499,1
4300,0279,3128,4.0,4.0,100.0,10396.4,1499,1
4301,0279,3129,4.0,4.0,100.0,526.4,1499,1
4302,0279,3130,1.0,1.0,100.0,118440.0,1499,1
4303,0279,3131,4.0,4.0,100.0,6843.2,1499,1
4304,0279,3132,4.0,4.0,100.0,130872.0,1499,1
4305,0281,2697,15.0,70.0,100.0,48400.0,1500,1
4306,0282,2699,1.0,2.0,100.0,295000.0,1501,1
4307,0283,3073,5.0,9.0,100.0,57515.0,1502,1
4308,0283,3074,3.0,9.0,100.0,57515.0,1502,1
4309,0284,2841,2.0,2.0,100.0,190000.0,1503,1
4310,0284,2842,1.0,1.0,100.0,315000.0,1503,1
4311,0285,2843,1.0,1.0,100.0,430000.0,1504,1
4312,0286,3109,1.0,40.0,100.0,58000.0,1505,1
4313,0287,3038,1.0,120.0,100.0,26534.0,1506,1
4314,0288,3073,2.0,9.0,100.0,57515.0,1507,1
4315,0288,3074,6.0,9.0,100.0,57515.0,1507,1
4316,0289,3108,4.0,20.0,100.0,70316.0,1508,1
4319,0290,3073,2.0,9.0,100.0,57515.0,1511,1
4320,0291,3108,4.0,20.0,100.0,70316.0,1512,1
4321,0292,3108,4.0,20.0,100.0,70316.0,1513,1
4322,0293,3108,4.0,20.0,100.0,70316.0,1514,1
4323,0294,3107,2.0,20.0,100.0,70316.0,1515,1
4324,0294,3108,2.0,20.0,100.0,70316.0,1515,1
4325,0295,3035,2.0,41.0,100.0,42943.0,1516,1
4326,0295,3036,2.0,41.0,100.0,42943.0,1516,1
4327,0296,3035,2.0,41.0,100.0,42943.0,1517,1
4328,0296,3036,2.0,41.0,100.0,42943.0,1517,1
4329,0297,3107,4.0,20.0,100.0,70316.0,1518,1
4330,0298,3107,4.0,20.0,100.0,70316.0,1519,1
4331,0299,3107,4.0,20.0,100.0,70316.0,1520,1
4332,0300,2781,1.0,11.0,100.0,57515.0,1521,1
4333,0301,3036,1.0,41.0,100.0,42943.0,1522,1
4334,0302,3107,4.0,20.0,100.0,70316.0,1523,1
4338,0303,3037,2.0,80.0,100.0,26534.0,1526,1
4339,0304,3105,1.0,43.0,100.0,40200.0,1527,1
4340,0304,3106,1.0,43.0,100.0,40200.0,1527,1
4341,0305,3105,3.0,43.0,100.0,40200.0,1528,1
4342,0306,3037,3.0,80.0,100.0,26534.0,1529,1
4343,0307,3105,1.0,43.0,100.0,40200.0,1530,1
4344,0308,3109,1.0,40.0,100.0,58000.0,1531,1
4345,0309,3038,1.0,120.0,100.0,26534.0,1532,1
4346,0310,3105,2.0,43.0,100.0,40200.0,1533,1
4347,0311,3109,7.0,40.0,100.0,58000.0,1534,1
4348,0312,3105,8.0,43.0,100.0,40200.0,1535,1
4349,0313,3109,4.0,40.0,100.0,58000.0,1536,1
4350,0314,3105,6.0,43.0,100.0,40200.0,1537,1
4354,0315,3037,6.0,80.0,100.0,26534.0,1541,1
4355,0316,2782,1.0,12.0,100.0,57515.0,1542,1
4356,0317,3035,1.0,41.0,100.0,42943.0,1543,1
4357,0317,3036,5.0,41.0,100.0,42943.0,1543,1
4358,0318,3037,5.0,80.0,100.0,26534.0,1544,1
4359,0319,3105,5.0,43.0,100.0,40200.0,1545,1
4360,0320,3037,7.0,80.0,100.0,26534.0,1546,1
4361,0321,3105,2.0,43.0,100.0,40200.0,1547,1
4362,0321,3106,1.0,43.0,100.0,40200.0,1547,1
4364,0323,3106,4.0,43.0,100.0,40200.0,1549,1
4375,0324,3033,4.0,65.0,100.0,55526.0,1552,1
4376,0325,3033,4.0,65.0,100.0,55526.0,1553,1
4377,0325,3037,4.0,80.0,100.0,26534.0,1553,1
4378,0326,3033,2.0,65.0,100.0,55526.0,1554,1
4379,0326,3034,2.0,70.0,100.0,55526.0,1554,1
4380,0327,3109,4.0,40.0,100.0,58000.0,1555,1
4381,0328,2781,1.0,11.0,100.0,57515.0,1556,1
4382,0329,3035,5.0,41.0,100.0,42943.0,1557,1
4383,0329,3036,2.0,41.0,100.0,42943.0,1557,1
4384,0330,3033,4.0,65.0,100.0,55526.0,1558,1
4385,0331,3110,2.0,55.0,100.0,40200.0,1559,1
4386,0331,3111,2.0,5.0,100.0,40200.0,1559,1
4387,0332,3033,4.0,65.0,100.0,55526.0,1560,1
4388,0333,3109,4.0,40.0,100.0,58000.0,1561,1
4389,0334,3033,4.0,65.0,100.0,55526.0,1562,1
4390,0335,3109,4.0,40.0,100.0,58000.0,1563,1
4391,0336,3033,2.0,65.0,100.0,55526.0,1564,1
4392,0336,3034,2.0,70.0,100.0,55526.0,1564,1
4393,0337,3109,4.0,40.0,100.0,58000.0,1565,1
4394,0338,3109,2.0,40.0,100.0,58000.0,1566,1
4395,0338,3111,2.0,5.0,100.0,40200.0,1566,1
4396,0339,3033,4.0,65.0,100.0,55526.0,1567,1
4397,0340,3109,4.0,40.0,100.0,58000.0,1568,1
4398,0341,3033,4.0,65.0,100.0,55526.0,1569,1
4399,0342,3035,8.0,41.0,100.0,42943.0,1570,1
4400,0343,3033,4.0,65.0,100.0,55526.0,1571,1
4401,0344,3105,3.0,43.0,100.0,40200.0,1572,1
4402,0345,3111,1.0,5.0,100.0,40200.0,1573,1
4403,0346,3033,1.0,65.0,100.0,55526.0,1574,1
4404,0346,3034,3.0,70.0,100.0,55526.0,1574,1
4405,0347,3105,2.0,43.0,0.0,40200.0,1575,1
4406,0348,3109,2.0,40.0,100.0,58000.0,1576,1
4407,0349,3033,1.0,65.0,100.0,55526.0,1577,1
4408,0349,3034,3.0,70.0,100.0,55526.0,1577,1
4409,0349,3037,1.0,80.0,100.0,26534.0,1577,1
4410,0350,3109,3.0,40.0,100.0,58000.0,1578,1
4411,0351,3034,4.0,70.0,100.0,55526.0,1579,1
4412,0352,3105,4.0,43.0,100.0,40200.0,1580,1
4413,0353,3034,4.0,70.0,100.0,55526.0,1581,1
4414,0354,3105,4.0,43.0,100.0,40200.0,1582,1
4415,0355,3035,5.0,41.0,100.0,42943.0,1583,1
4416,0355,3036,2.0,41.0,100.0,42943.0,1583,1
4417,0356,3034,4.0,70.0,100.0,55526.0,1584,1
4418,0356,3037,2.0,80.0,100.0,26534.0,1584,1
4419,0357,3105,2.0,43.0,100.0,40200.0,1585,1
4420,0358,3034,4.0,70.0,100.0,55526.0,1586,1
4421,0358,3037,2.0,80.0,100.0,26534.0,1586,1
4422,0359,3106,2.0,43.0,100.0,40200.0,1587,1
4427,0360,3033,2.0,65.0,100.0,55526.0,1590,1
4428,0360,3034,2.0,70.0,100.0,55526.0,1590,1
4429,0360,3037,2.0,80.0,100.0,26534.0,1590,1
4430,0361,3106,2.0,43.0,100.0,40200.0,1591,1
4431,0362,3033,3.0,65.0,100.0,55526.0,1592,1
4432,0362,3034,1.0,70.0,100.0,55526.0,1592,1
4433,0362,3037,2.0,80.0,100.0,26534.0,1592,1
4434,0363,3106,2.0,43.0,100.0,40200.0,1593,1
4437,0364,3033,3.0,65.0,100.0,55526.0,1595,1
4438,0364,3034,1.0,70.0,100.0,55526.0,1595,1
4439,0365,3106,4.0,43.0,100.0,40200.0,1596,1
4440,0366,3033,1.0,65.0,100.0,55526.0,1597,1
4441,0366,3034,1.0,70.0,100.0,55526.0,1597,1
4442,0366,3035,1.0,41.0,100.0,42943.0,1597,1
4443,0366,3036,1.0,41.0,100.0,42943.0,1597,1
4444,0367,3033,2.0,65.0,100.0,55526.0,1598,1
4445,0367,3034,2.0,70.0,100.0,55526.0,1598,1
4446,0368,3110,4.0,55.0,100.0,40200.0,1599,1
4447,0369,3033,1.0,65.0,100.0,55526.0,1600,1
4448,0369,3034,3.0,70.0,100.0,55526.0,1600,1
4449,0370,3138,4.0,118.0,100.0,26534.0,1601,1
4450,0371,3034,4.0,70.0,100.0,55526.0,1602,1
4451,0372,3138,4.0,118.0,100.0,26534.0,1603,1
4452,0373,3034,3.0,70.0,100.0,55526.0,1604,1
4453,0374,3106,4.0,43.0,100.0,40200.0,1605,1
4454,0375,3106,5.0,43.0,100.0,40200.0,1606,1
4455,0376,3138,6.0,118.0,100.0,26534.0,1607,1
4456,0377,3139,1.0,49.0,100.0,40200.0,1608,1
4457,0378,3138,6.0,118.0,100.0,26534.0,1609,1
4458,0379,3139,6.0,49.0,100.0,40200.0,1610,1
4459,0380,3138,12.0,118.0,100.0,26534.0,1611,1
4461,0381,3138,4.0,118.0,100.0,26534.0,1613,1
4462,0382,3139,8.0,49.0,100.0,40200.0,1614,1
4463,0383,3138,8.0,118.0,100.0,26534.0,1615,1
4464,0384,3139,4.0,49.0,100.0,40200.0,1616,1
4465,0385,3138,4.0,118.0,100.0,26534.0,1617,1
4466,0386,3035,4.0,41.0,100.0,42943.0,1618,1
4467,0386,3036,4.0,41.0,100.0,42943.0,1618,1
4477,0387,2609,2.0,25.0,100.0,55939.5,1622,16
4478,0388,3154,5.0,5.0,100.0,6142.0,1623,1
4479,0389,3136,2.0,45.0,100.0,62350.0,1624,1
4480,0390,3139,4.0,49.0,100.0,40200.0,1625,1
4481,0391,3135,4.0,55.0,100.0,62350.0,1626,1
4482,0392,3139,2.0,49.0,100.0,40200.0,1627,1
4483,0393,3141,6.0,6.0,100.0,4140.0,1628,1
4484,0393,3142,10.0,10.0,100.0,1120.5,1628,1
4485,0393,3143,5.0,5.0,100.0,1215.0,1628,1
4486,0393,3144,1.0,1.0,100.0,7920.0,1628,1
4487,0394,3145,50.0,50.0,100.0,234.0,1629,1
4488,0394,3146,30.0,30.0,100.0,310.5,1629,1
4489,0394,3147,10.0,10.0,100.0,1215.0,1629,1
4490,0394,3148,4.0,4.0,100.0,4140.0,1629,1
4491,0395,3135,4.0,55.0,100.0,62350.0,1630,1
4492,0396,3139,2.0,49.0,100.0,40200.0,1631,1
4493,0397,3135,2.0,55.0,100.0,62350.0,1632,1
4494,0397,3136,2.0,45.0,100.0,62350.0,1632,1
4495,0398,3138,4.0,118.0,100.0,26534.0,1633,1
4496,0399,3135,2.0,55.0,100.0,62350.0,1634,1
4497,0399,3136,2.0,45.0,100.0,62350.0,1634,1
4498,0400,3139,4.0,49.0,100.0,40200.0,1635,1
4499,0401,3135,2.0,55.0,100.0,62350.0,1636,1
4500,0401,3136,2.0,45.0,100.0,62350.0,1636,1
4501,0402,3139,4.0,49.0,100.0,40200.0,1637,1
4502,0403,3135,2.0,55.0,100.0,62350.0,1638,1
4503,0403,3136,2.0,45.0,100.0,62350.0,1638,1
4504,0404,3139,4.0,49.0,100.0,40200.0,1639,1
4505,0405,3135,2.0,55.0,100.0,62350.0,1640,1
4506,0405,3136,2.0,45.0,100.0,62350.0,1640,1
4507,0406,3138,4.0,118.0,100.0,26534.0,1641,1
4508,0407,3135,2.0,55.0,100.0,62350.0,1642,1
4509,0407,3136,2.0,45.0,100.0,62350.0,1642,1
4510,0408,3138,2.0,118.0,100.0,26534.0,1643,1
4511,0409,3139,2.0,49.0,100.0,40200.0,1644,1
4512,0410,3136,4.0,45.0,100.0,62350.0,1645,1
4513,0411,3137,4.0,44.0,100.0,26534.0,1646,1
