id,ItemCode,N
29777,6792 010 00 0 0 003 0 0,I011-003-000
29778,6792 010 00 0 0 004 0 0,I011-004-000
29779,6792 010 00 0 0 005 0 0,I011-005-000
29780,6792 010 00 0 0 006 0 0,I011-006-000
29781,6792 010 00 0 0 007 0 0,I011-007-000
29782,6792 010 00 0 0 008 0 0,I011-008-000
29783,6792 010 00 0 0 009 0 0,I011-009-000
29784,6792 010 00 0 0 010 0 0,I011-010-000
29785,6792 010 00 0 0 011 0 0,I011-011-000
29786,6792 010 00 0 0 012 0 0,I011-012-000
29787,6792 010 00 0 0 013 0 0,I011-013-000
29788,6792 010 00 0 0 014 0 0,I011-014-000
29789,6792 010 00 0 0 014 1 0,I011-014-000
29790,6792 010 00 0 0 015 0 0,I011-015-000
29791,6792 010 00 0 0 016 0 0,I011-016-000
29792,6792 010 00 0 0 018 0 0,I011-018-000
29793,6792 010 01 0 0 020 0 0,I011-120-000
29794,6792 010 01 0 0 022 0 0,I011-122-000
29795,6792 010 01 0 0 028 0 0,I011-128-000
29796,6792 010 02 0 0 125 0 0,I012-125-000
29797,6792 011 00 0 0 042 0 0,I012-042-000
29798,6792 011 00 0 0 100 0 0,I012-100-000
29799,6792 011 00 0 0 140 0 0,I012-140-000
29800,6792 011 00 0 0 200 0 0,I012-200-000
29801,6792 011 01 0 0 032 0 0,I013-032-000
29802,6792 011 01 0 0 040 0 0,I013-040-000
29803,6792 011 01 0 0 050 0 0,I013-050-000
29804,6792 011 01 0 0 125 0 0,I013-125-000
29805,6792 011 02 0 0 032 0 0,I014-032-000
29806,6792 011 02 0 0 150 0 0,I015-150-000
29807,6792 011 02 0 0 160 0 0,I015-160-000
29808,6792 011 02 0 0 200 0 0,I015-200-000
29809,6792 011 03 0 0 001 0 0,I015-000-012
29810,6792 012 00 0 0 002 0 0,I016-016-000
29811,6792 012 00 0 0 006 0 0,I016-030-006
29812,6792 012 00 0 0 013 0 0,I016-013-000
29813,6792 012 00 0 0 015 0 0,I016-015-000
29814,6792 012 00 0 0 017 0 0,I016-017-000
29815,6792 012 00 0 0 018 0 0,I016-018-000
29816,6792 012 00 0 0 020 0 0,I016-020-000
29817,6792 012 00 0 0 021 0 0,I016-021-000
29818,6792 012 00 0 0 024 0 0,I016-024-000
29819,6792 012 00 0 0 025 0 0,I016-025-000
29820,6792 012 00 0 0 040 0 0,I016-040-000
29821,6792 013 00 0 0 001 0 0,I017-012-045
29822,6792 013 00 0 0 002 0 0,I017-010-045
29823,6792 014 00 0 0 001 0 0,I018-000-045
29824,6792 014 00 0 0 002 0 0,I018-000-000
29825,6792 015 00 0 0 002 0 0,I019-200-400
29826,6792 015 00 0 0 003 0 0,I019-300-500
29827,6792 015 00 0 0 004 0 0,I019-400-700
29828,6792 015 00 0 0 005 0 0,I019-500-000
29829,6792 015 00 0 0 006 0 0,I019-600-001
29830,6792 015 00 0 0 008 0 0,I019-801-250
29831,6792 015 00 0 0 010 0 0,I019-101-250
29832,6792 015 00 0 0 012 0 0,I019-121-750
29833,6792 015 00 0 0 014 0 0,I019-140-002
29834,6792 015 00 0 0 016 0 0,I019-160-002
29835,6792 015 00 0 0 017 0 0,I019-161-500
29836,6792 015 00 0 0 020 0 0,I019-202-500
29837,6792 015 00 0 0 024 0 0,I019-240-003
29838,6792 016 00 0 0 002 0 0,I020-200-400
29839,6792 016 00 0 0 003 0 0,I020-300-500
29840,6792 016 00 0 0 004 0 0,I020-400-700
29841,6792 016 00 0 0 005 0 0,I020-500-000
29842,6792 016 00 0 0 006 0 0,I020-600-001
29843,6792 016 00 0 0 008 0 0,I020-801-250
29844,6792 016 00 0 0 010 0 0,I020-101-500
29845,6792 016 00 0 0 010 1 0,I020-101-250
29846,6792 016 00 0 0 012 0 0,I020-121-750
29847,6792 016 00 0 0 014 0 0,I020-140-002
29848,6792 016 00 0 0 016 0 0,I020-160-002
29849,6792 016 00 0 0 016 1 0,I020-161-500
29850,6792 016 00 0 0 018 0 0,I020-182-500
29851,6792 016 00 0 0 018 1 0,I020-180-001
29852,6792 016 00 0 0 020 0 0,I020-202-500
29853,6792 016 00 0 0 024 0 0,I020-240-003
29854,6792 016 00 0 0 040 0 1,I020-400-001
29855,6792 016 00 0 0 040 0 2,I020-400-002
29856,6792 016 01 0 0 006 0 0,I021-600-000
29857,6792 016 01 0 0 008 0 0,I021-800-000
29858,6792 016 01 0 0 010 0 0,I021-100-000
29859,6792 016 01 0 0 012 0 0,I021-120-000
29860,6792 017 00 0 0 012 0 0,I022-001-200
29861,6792 017 00 0 0 014 0 0,I022-001-400
29862,6792 017 00 0 0 018 0 0,I022-001-800
29863,6792 017 00 0 0 034 0 0,I022-003-400
29864,6792 017 00 0 0 038 0 0,I022-003-800
29865,6792 017 00 0 0 243 0 0,I022-024-300
29866,6792 018 00 0 0 004 0 0,I023-400-007
29867,6792 018 00 0 0 005 0 0,I023-500-007
29868,6792 018 00 0 0 006 0 0,I023-600-007
29869,6792 018 00 0 0 007 0 0,I023-700-007
29870,6792 018 00 0 0 008 0 0,I023-800-007
29871,6792 018 00 0 0 010 0 0,I023-100-007
29872,6792 018 00 0 0 012 0 0,I023-120-007
29873,6792 018 00 0 0 014 0 0,I023-140-007
29874,6792 018 00 0 0 016 0 0,I023-160-007
29875,6792 018 00 0 0 018 0 0,I023-180-007
29876,6792 018 00 0 0 020 0 0,I023-200-007
29877,6792 018 00 0 0 022 0 0,I023-220-007
29878,6792 018 00 0 0 024 0 0,I023-240-007
29879,6792 018 00 0 0 027 0 0,I023-270-007
29880,6792 018 00 0 0 030 0 0,I023-300-007
29881,6792 019 00 0 0 006 0 0,I024-600-045
29882,6792 019 00 0 0 008 0 0,I024-800-045
29883,6792 021 00 0 0 006 0 0,I025-600-010
29884,6792 021 00 0 0 008 0 0,I025-800-010
29885,6792 021 00 0 0 010 0 0,I025-100-010
29886,6792 021 00 0 0 012 0 0,I025-120-010
29887,6792 022 00 0 0 040 0 0,I026-000-040
29888,6792 023 00 0 0 001 0 0,I027-001-320
29889,6792 023 00 0 0 002 0 0,I027-003-640
29890,6792 023 00 0 0 003 0 0,I027-001-160
29891,6792 024 00 0 0 001 0 0,I028-000-001
29892,6792 024 00 0 0 002 0 0,I028-000-002
29893,6792 025 00 0 0 006 0 0,I029-000-001
29894,6792 025 00 0 0 008 0 0,I029-000-002
29895,6792 025 00 0 0 010 0 0,I029-000-003
29896,6792 025 00 0 0 012 0 0,I028-000-004
29897,6792 025 01 0 0 004 0 0,I030-040-004
29898,6792 025 01 0 0 005 0 0,I030-040-005
29899,6792 025 01 0 0 006 0 0,I030-040-006
29900,6792 025 01 0 0 008 0 0,I030-040-008
29901,6792 025 01 0 0 010 0 0,I030-040-010
29902,6792 025 01 0 0 012 0 0,I030-040-012
29903,6791 001 00 0 0 001 0 0,I031-012-000
29904,6791 001 00 0 0 002 0 0,I031-011-000
29905,6791 001 00 0 0 003 0 0,I031-010-000
29906,6791 001 00 0 0 031 0 0,I031-008-000
29907,6791 001 00 0 0 055 0 0,I031-006-000
29908,6791 001 00 0 0 067 0 0,I031-003-150
29909,6791 001 00 0 0 004 0 0,I032-140-800
29910,6791 001 00 0 0 005 0 0,I032-140-100
29911,6791 001 00 0 0 006 0 0,I032-000-047
29912,6791 001 00 0 0 007 0 0,I032-000-047
29913,6791 001 00 0 0 008 0 0,I032-000-015
29914,6791 001 00 0 0 008 1 0,I032-000-000
29915,6791 001 00 0 0 009 0 0,I033-000-001
29916,6791 001 00 0 0 010 0 0,I033-000-002
29917,6791 001 00 0 0 011 0 0,I033-000-003
29918,6791 001 00 0 0 012 0 0,I033-000-080
29919,6791 001 00 0 0 013 0 0,I033-000-160
29920,6791 001 00 0 0 014 0 0,I033-000-320
29921,6791 001 00 0 0 010 7 0,I034-100-000
29922,6791 001 00 0 0 015 0 0,I035-012-018
29923,6791 001 00 0 0 016 0 0,I035-012-024
29924,6791 001 00 0 0 017 0 0,I035-012-030
29925,6791 001 00 0 0 018 0 0,I036-003-030
29926,6791 001 00 0 0 019 0 0,I037-000-800
29927,6791 001 00 0 0 020 0 0,I037-000-000
29928,6791 001 00 0 0 021 0 0,I038-000-000
29929,6791 001 00 0 0 070 0 0,I038-000-001
29930,6791 001 00 0 0 022 0 0,I039-000-001
29931,6791 001 00 0 0 023 0 0,I039-000-002
29932,6791 001 00 0 0 024 0 0,I039-000-003
29933,6791 001 00 0 0 025 0 0,I039-000-004
29934,6791 001 00 0 0 026 0 0,I039-000-005
29935,6791 001 00 0 0 027 0 0,I039-000-006
29936,6791 001 00 0 0 028 0 0,I039-000-007
29937,6791 001 00 0 0 052 0 0,I039-000-008
29938,6791 001 00 0 0 053 0 0,I039-000-009
29939,6791 001 00 0 0 053 1 0,I039-000-010
29940,6791 001 00 0 0 075 0 0,I039-000-011
29941,6791 001 00 0 0 076 0 0,I039-000-012
29942,6791 001 00 0 0 073 0 0,I039-000-013
29943,6791 001 00 0 0 077 0 0,I039-000-014
29944,6791 001 00 0 0 085 0 0,I039-000-015
29945,6791 001 00 0 0 086 0 0,I039-000-016
29946,6791 001 00 0 0 087 0 0,I039-000-017
29947,6791 001 00 0 0 088 0 0,I039-000-018
29948,6791 001 00 0 0 089 0 0,I039-000-019
29949,6791 001 00 0 0 090 0 0,I039-000-020
29950,6791 001 00 0 0 091 0 0,I039-000-021
29951,6791 001 00 0 0 092 0 0,I039-000-022
29952,6791 001 00 0 0 093 0 0,I039-000-023
29953,6791 001 00 0 0 102 0 0,I039-000-024
29954,6791 001 00 0 0 103 0 0,I039-000-025
29955,6791 001 00 0 0 104 0 0,I039-000-026
29956,6791 001 00 0 0 118 0 0,I039-000-027
29957,6791 001 00 0 0 120 0 0,I039-000-028
29958,6791 001 00 0 0 119 0 0,I039-000-029
29959,6791 001 02 0 0 001 0 0,I039-000-030
29960,6791 001 02 0 0 002 0 0,I039-000-031
29961,6791 001 01 0 0 014 0 0,I039-000-032
29962,6791 001 02 0 0 003 0 0,I039-000-033
29963,6791 001 02 0 0 004 0 0,I039-000-034
29964,6791 001 02 0 0 005 0 0,I039-000-035
29965,6791 001 02 0 0 006 0 0,I039-000-036
29966,6791 011 00 0 0 018 0 0,I039-000-037
29967,6791 011 00 0 0 019 0 0,I039-000-038
29968,6791 011 00 0 0 029 0 0,I039-000-039
29969,6791 011 00 0 0 030 0 0,I039-000-040
29970,6791 011 00 0 0 020 0 0,I039-000-041
29971,6791 011 00 0 0 021 0 0,I039-000-042
29972,6791 011 00 0 0 022 0 0,I039-000-043
29973,6791 011 00 0 0 023 0 0,I039-000-044
29974,6791 011 00 0 0 024 0 0,I039-000-045
29975,6791 011 00 0 0 025 0 0,I039-000-046
29976,6791 011 00 0 0 026 0 0,I039-000-047
29977,6791 011 00 0 0 027 0 0,I039-000-048
29978,6791 011 00 0 0 028 0 0,I039-000-049
29979,6791 011 00 0 0 037 0 0,I039-000-050
29980,6791 016 00 0 0 001 1 0,I039-000-052
29981,6791 016 01 0 0 070 0 0,I039-000-053
29982,6791 016 02 0 0 100 0 0,I039-000-054
29983,6791 016 03 0 0 050 0 0,I039-000-055
29984,6791 016 03 0 0 100 0 0,I039-000-056
29985,6791 016 04 0 0 001 0 0,I039-000-057
29986,6791 016 05 0 0 001 0 0,I039-000-058
29987,6791 016 05 0 0 150 0 0,I039-000-059
29988,6791 016 05 0 0 500 0 0,I039-000-060
29989,6791 016 06 0 0 001 0 0,I039-000-061
29990,6791 016 07 0 0 001 0 0,I039-000-062
29991,6791 016 07 0 0 002 0 0,I039-000-063
29992,6791 016 07 0 0 002 1 0,I039-000-064
29993,6791 016 07 0 0 003 0 0,I039-000-065
29994,6791 016 07 0 0 004 0 0,I039-000-066
29995,6791 016 08 0 0 001 0 0,I039-000-067
29996,6791 016 08 0 0 002 0 0,I039-000-068
29997,6791 016 08 0 0 003 0 0,I039-000-069
29998,6791 016 09 0 0 001 0 0,I039-000-070
29999,6791 016 10 0 0 600 0 0,I039-000-071
30000,6791 017 00 0 0 001 0 0,I039-000-072
30001,6791 017 00 0 0 002 0 0,I039-000-073
30002,6791 017 00 0 0 003 0 0,I039-000-074
30003,6791 017 00 0 0 004 0 0,I039-000-075
30004,6791 017 00 0 0 005 0 0,I039-000-076
30005,6791 017 00 0 0 006 0 0,I039-000-077
30006,6791 017 00 0 0 007 0 0,I039-000-078
30007,6791 017 00 0 0 008 0 0,I039-000-079
30008,6791 017 00 0 0 009 0 0,I039-000-080
30009,6791 017 00 0 0 010 0 0,I039-000-081
30010,6791 017 00 0 0 011 0 0,I039-000-082
30011,6791 017 00 0 0 012 0 0,I039-000-083
30012,6791 017 00 0 0 013 0 0,I039-000-084
30013,6791 017 00 0 0 014 0 0,I039-000-085
30014,6791 017 00 0 0 015 0 0,I039-000-086
30015,6791 017 00 0 0 016 0 0,I039-000-087
30016,6791 017 00 0 0 017 0 0,I039-000-088
30017,6791 017 00 0 0 018 0 0,I039-000-089
30018,6791 017 00 0 0 019 0 0,I039-000-090
30019,6791 017 00 0 0 020 0 0,I039-000-091
30020,6791 017 00 0 0 021 0 0,I039-000-092
30021,6791 017 00 0 0 022 0 0,I039-000-093
30022,6791 017 00 0 0 023 0 0,I039-000-094
30023,6791 017 00 0 0 024 0 0,I039-000-095
30024,6791 017 00 0 0 025 0 0,I039-000-096
30025,6791 017 00 0 0 026 0 0,I039-000-097
30026,6791 017 00 0 0 027 0 0,I039-000-098
30027,6791 017 00 0 0 028 0 0,I039-000-099
30028,6791 017 00 0 0 029 0 0,I039-000-100
30029,6791 017 00 0 0 030 0 0,I039-000-101
30030,6791 017 00 0 0 031 0 0,I039-000-102
30031,6791 017 00 0 0 032 0 0,I039-000-103
30032,6791 017 00 0 0 033 0 0,I039-000-104
30033,6791 017 00 0 0 034 0 0,I039-000-105
30034,6791 017 00 0 0 035 0 0,I039-000-106
30035,6791 017 00 0 0 036 0 0,I039-000-107
30036,6791 017 00 0 0 037 0 0,I039-000-108
30037,6791 017 00 0 0 038 0 0,I039-000-109
30038,6791 017 00 0 0 039 0 0,I039-000-110
30039,6791 017 00 0 0 040 0 0,I039-000-111
30040,6791 017 00 0 0 041 0 0,I039-000-112
30041,6791 017 00 0 0 042 0 0,I039-000-113
30042,6791 017 00 0 0 043 0 0,I039-000-114
30043,6791 017 00 0 0 044 0 0,I039-000-115
30044,6791 017 00 0 0 045 0 0,I039-000-116
30045,6791 017 00 0 0 046 0 0,I039-000-117
30046,6791 017 00 0 0 047 0 0,I039-000-118
30047,6791 017 00 0 0 048 0 0,I039-000-119
30048,6791 017 00 0 0 049 0 0,I039-000-120
30049,6791 017 00 0 0 050 0 0,I039-000-121
30050,6791 017 00 0 0 051 0 0,I039-000-122
30051,6791 017 00 0 0 052 0 0,I039-000-123
30052,6791 017 00 0 0 053 0 0,I039-000-124
30053,6791 017 00 0 0 054 0 0,I039-000-125
30054,6791 017 00 0 0 055 0 0,I039-000-126
30055,6791 017 00 0 0 056 0 0,I039-000-127
30056,6791 017 00 0 0 057 0 0,I039-000-128
30057,6791 017 00 0 0 058 0 0,I039-000-129
30058,6791 017 00 0 0 059 0 0,I039-000-130
30059,6791 017 00 0 0 060 0 0,I039-000-131
30060,6791 017 00 0 0 061 0 0,I039-000-132
30061,6791 017 00 0 0 062 0 0,I039-000-133
30062,6791 017 00 0 0 063 0 0,I039-000-134
30063,6791 017 00 0 0 064 0 0,I039-000-135
30064,6791 017 00 0 0 065 0 0,I039-000-136
30065,6791 017 00 0 0 066 0 0,I039-000-137
30066,6791 017 00 0 0 067 0 0,I039-000-138
30067,6791 017 00 0 0 068 0 0,I039-000-139
30068,6791 017 00 0 0 069 0 0,I039-000-140
30069,6791 017 00 0 0 070 0 0,I039-000-141
30070,6791 017 00 0 0 071 0 0,I039-000-142
30071,6791 017 00 0 0 072 0 0,I039-000-143
30072,6791 017 00 0 0 073 0 0,I039-000-144
30073,6791 017 00 0 0 074 0 0,I039-000-145
30074,6791 017 00 0 0 075 0 0,I039-000-146
30075,6791 017 00 0 0 076 0 0,I039-000-147
30076,6791 017 00 0 0 077 0 0,I039-000-148
30077,6791 017 00 0 0 078 0 0,I039-000-149
30078,6791 017 00 0 0 079 0 0,I039-000-150
30079,6791 017 00 0 0 080 0 0,I039-000-151
30080,6791 017 00 0 0 081 0 0,I039-000-152
30081,6791 017 00 0 0 082 0 0,I039-000-153
30082,6791 017 00 0 0 083 0 0,I039-000-154
30083,6791 017 00 0 0 084 0 0,I039-000-155
30084,6791 017 00 0 0 085 0 0,I039-000-156
30085,6791 017 00 0 0 086 0 0,I039-000-157
30086,6791 017 00 0 0 087 0 0,I039-000-158
30087,6791 017 00 0 0 088 0 0,I039-000-159
30088,6791 017 00 0 0 089 0 0,I039-000-160
30089,6791 017 00 0 0 090 0 0,I039-000-161
30090,6791 017 00 0 0 091 0 0,I039-000-162
30091,6791 017 00 0 0 092 0 0,I039-000-163
30092,6791 017 00 0 0 093 0 0,I039-000-164
30093,6791 017 00 0 0 094 0 0,I039-000-165
30094,6791 017 00 0 0 095 0 0,I039-000-166
30095,6791 017 00 0 0 096 0 0,I039-000-167
30096,6791 017 00 0 0 097 0 0,I039-000-168
30097,6791 017 00 0 0 098 0 0,I039-000-169
30098,6791 017 00 0 0 099 0 0,I039-000-170
30099,6791 017 00 0 0 100 0 0,I039-000-171
30100,6791 017 00 0 0 101 0 0,I039-000-172
30101,6791 017 00 0 0 102 0 0,I039-000-173
30102,6791 017 00 0 0 103 0 0,I039-000-174
30103,6791 017 00 0 0 104 0 0,I039-000-175
30104,6791 017 00 0 0 105 0 0,I039-000-176
30105,6791 017 00 0 0 106 0 0,I039-000-177
30106,6791 017 00 0 0 107 0 0,I039-000-178
30107,6791 017 00 0 0 108 0 0,I039-000-179
30108,6791 017 00 0 0 109 0 0,I039-000-180
30109,6791 017 00 0 0 110 0 0,I039-000-181
30110,6791 017 00 0 0 111 0 0,I039-000-182
30111,6791 017 00 0 0 112 0 0,I039-000-183
30112,6791 017 00 0 0 113 0 0,I039-000-184
30113,6791 017 00 0 0 114 0 0,I039-000-185
30114,6791 017 00 0 0 115 0 0,I039-000-186
30115,6791 017 00 0 0 116 0 0,I039-000-187
30116,6791 017 00 0 0 117 0 0,I039-000-188
30117,6791 017 00 0 0 118 0 0,I039-000-189
30118,6791 017 00 0 0 119 0 0,I039-000-190
30119,6791 017 00 0 0 120 0 0,I039-000-191
30120,6791 017 00 0 0 200 0 0,I039-000-192
30121,6791 017 00 0 0 201 0 0,I039-000-193
30122,6791 017 00 0 0 202 0 0,I039-000-194
30123,6791 017 00 0 0 203 0 0,I039-000-195
30124,6791 017 00 0 0 204 0 0,I039-000-196
30125,6791 017 00 0 0 205 0 0,I039-000-197
30126,6791 017 00 0 0 206 0 0,I039-000-198
30127,6791 017 00 0 0 207 0 0,I039-000-199
30128,6791 017 00 0 0 208 0 0,I039-000-200
30129,6791 017 00 0 0 209 0 0,I039-000-201
30130,6791 017 00 0 0 210 0 0,I039-000-202
30131,6791 017 00 0 0 211 0 0,I039-000-203
30132,6791 017 00 0 0 213 0 0,I039-000-204
30133,6791 017 00 0 0 214 0 0,I039-000-205
30134,6791 017 00 0 0 215 0 0,I039-000-206
30135,6791 017 00 0 0 216 0 0,I039-000-207
30136,6791 017 00 0 0 217 0 0,I039-000-208
30137,6791 017 00 0 0 218 0 0,I039-000-209
30138,6791 017 00 0 0 219 0 0,I039-000-210
30139,6791 017 00 0 0 220 0 0,I039-000-211
30140,6791 017 01 0 0 001 0 0,I039-000-212
30141,6791 017 02 0 0 001 0 0,I039-000-213
30142,6791 017 03 0 0 001 0 0,I039-000-214
30143,6791 017 04 0 0 001 0 0,I039-000-215
30144,6791 017 04 0 0 002 0 0,I039-000-216
30145,6791 017 04 0 0 003 0 0,I039-000-217
30146,6791 017 05 0 0 001 0 0,I039-000-218
30147,6791 017 05 0 0 002 0 0,I039-000-219
30148,6791 017 05 0 0 003 0 0,I039-000-220
30149,6791 017 05 0 0 004 0 0,I039-000-221
30150,6791 017 05 0 0 005 0 0,I039-000-222
30151,6791 017 05 0 0 006 0 0,I039-000-223
30152,6791 017 05 0 0 007 0 0,I039-000-224
30153,6791 017 05 0 0 008 0 0,I039-000-225
30154,6791 017 05 0 0 009 0 0,I039-000-226
30155,6791 017 05 0 0 010 0 0,I039-000-227
30156,6791 017 05 0 0 011 0 0,I039-000-228
30157,6791 017 05 0 0 012 0 0,I039-000-229
30158,6791 017 05 0 0 013 0 0,I039-000-230
30159,6791 017 05 0 0 014 0 0,I039-000-231
30160,6791 017 05 0 0 015 0 0,I039-000-232
30161,6791 017 05 0 0 016 0 0,I039-000-233
30162,6791 017 05 0 0 017 0 0,I039-000-234
30163,6791 017 05 0 0 018 0 0,I039-000-235
30164,6791 017 05 0 0 019 0 0,I039-000-236
30165,6791 017 05 0 0 020 0 0,I039-000-237
30166,6791 017 05 0 0 021 0 0,I039-000-238
30167,6791 017 05 0 0 022 0 0,I039-000-239
30168,6791 017 05 0 0 023 0 0,I039-000-240
30169,6791 017 05 0 0 024 0 0,I039-000-241
30170,6791 017 05 0 0 025 0 0,I039-000-242
30171,6791 017 05 0 0 026 0 0,I039-000-243
30172,6791 018 00 0 0 001 0 0,I039-000-244
30173,6791 023 00 0 0 001 0 0,I039-000-245
30174,6791 023 00 0 0 002 0 0,I039-000-246
30175,6791 023 00 0 0 003 0 0,I039-000-247
30176,6791 023 00 0 0 004 0 0,I039-000-248
30177,6791 023 00 0 0 005 0 0,I039-000-249
30178,6791 024 00 0 0 001 0 0,I039-000-250
30179,6791 024 00 0 0 002 0 0,I039-000-251
30180,6791 031 00 0 0 001 0 0,I039-000-252
30181,6791 031 00 0 0 002 0 0,I039-000-253
30182,6791 031 00 0 0 003 0 0,I039-000-254
30183,6791 031 00 0 0 004 0 0,I039-000-255
30184,6791 031 00 0 0 005 0 0,I039-000-256
30185,6791 031 00 0 0 006 0 0,I039-000-257
30186,6791 031 00 0 0 007 0 0,I039-000-258
30187,6791 031 00 0 0 008 0 0,I039-000-259
30188,6791 031 00 0 0 009 0 0,I039-000-260
30189,6791 031 00 0 0 010 0 0,I039-000-261
30190,6791 031 00 0 0 011 0 0,I039-000-262
30191,6791 031 00 0 0 012 0 0,I039-000-263
30192,6791 031 00 0 0 013 0 0,I039-000-264
30193,6791 031 00 0 0 014 0 0,I039-000-265
30194,6791 031 00 0 0 015 0 0,I039-000-266
30195,6791 031 00 0 0 016 0 0,I039-000-267
30196,6791 031 00 0 0 017 0 0,I039-000-268
30197,6791 031 00 0 0 018 0 0,I039-000-269
30198,6791 031 00 0 0 019 0 0,I039-000-270
30199,6791 031 00 0 0 020 0 0,I039-000-271
30200,6791 031 00 0 0 021 0 0,I039-000-272
30201,6791 031 00 0 0 022 0 0,I039-000-273
30202,6791 031 00 0 0 023 0 0,I039-000-274
30203,6791 031 00 0 0 024 0 0,I039-000-275
30204,6791 031 00 0 0 025 0 0,I039-000-276
30205,6791 031 00 0 0 026 0 0,I039-000-277
30206,6791 031 00 0 0 027 0 0,I039-000-278
30207,6791 031 00 0 0 028 0 0,I039-000-279
30208,6791 031 00 0 0 029 0 0,I039-000-280
30209,6791 031 00 0 0 030 0 0,I039-000-281
30210,6791 031 00 0 0 031 0 0,I039-000-282
30211,6791 031 00 0 0 032 0 0,I039-000-283
30212,6791 031 00 0 0 033 0 0,I039-000-284
30213,6791 031 00 0 0 034 0 0,I039-000-285
30214,6791 031 00 0 0 035 0 0,I039-000-286
30215,6791 031 00 0 0 036 0 0,I039-000-287
30216,6791 031 00 0 0 037 0 0,I039-000-288
30217,6791 031 00 0 0 038 0 0,I039-000-289
30218,6791 031 00 0 0 039 0 0,I039-000-290
30219,6791 031 00 0 0 040 0 0,I039-000-291
30220,6791 031 00 0 0 041 0 0,I039-000-292
30221,6791 031 00 0 0 042 0 0,I039-000-293
30222,6791 031 00 0 0 043 0 0,I039-000-294
30223,6791 031 00 0 0 044 0 0,I039-000-295
30224,6791 031 00 0 0 045 0 0,I039-000-296
30225,6791 031 00 0 0 046 0 0,I039-000-297
30226,6791 031 00 0 0 047 0 0,I039-000-298
30227,6791 031 00 0 0 048 0 0,I039-000-299
30228,6791 031 00 0 0 049 0 0,I039-000-300
30229,6791 031 00 0 0 054 0 0,I039-000-301
30230,6791 031 00 0 0 055 0 0,I039-000-302
30231,6791 031 00 0 0 056 0 0,I039-000-303
30232,6791 031 00 0 0 057 0 0,I039-000-304
30233,6791 031 00 0 0 058 0 0,I039-000-305
30234,6791 031 00 0 0 059 0 0,I039-000-306
30235,6791 031 00 0 0 060 0 0,I039-000-307
30236,6791 031 00 0 0 061 0 0,I039-000-308
30237,6791 031 00 0 0 062 0 0,I039-000-309
30238,6791 031 00 0 0 063 0 0,I039-000-310
30239,6791 031 00 0 0 064 0 0,I039-000-311
30240,6791 031 00 0 0 065 0 0,I039-000-312
30241,6791 031 00 0 0 066 0 0,I039-000-313
30242,6791 031 00 0 0 067 0 0,I039-000-314
30243,6791 031 00 0 0 068 0 0,I039-000-315
30244,6791 031 00 0 0 069 0 0,I039-000-316
30245,6791 031 00 0 0 070 0 0,I039-000-317
30246,6791 031 00 0 0 070 1 0,I039-000-318
30247,6791 031 00 0 0 071 0 0,I039-000-319
30248,6791 031 00 0 0 072 0 0,I039-000-320
30249,6791 031 00 0 0 073 0 0,I039-000-321
30250,6791 031 00 0 0 074 0 0,I039-000-322
30251,6791 031 00 0 0 075 0 0,I039-000-323
30252,6791 031 00 0 0 076 0 0,I039-000-324
30253,6791 031 00 0 0 077 0 0,I039-000-325
30254,6791 031 00 0 0 078 0 0,I039-000-326
30255,6791 031 00 0 0 079 0 0,I039-000-327
30256,6791 031 00 0 0 080 0 0,I039-000-328
30257,6791 031 00 0 0 081 0 0,I039-000-329
30258,6791 031 00 0 0 082 0 0,I039-000-330
30259,6791 031 00 0 0 083 0 0,I039-000-331
30260,6791 031 00 0 0 084 0 0,I039-000-332
30261,6791 031 00 0 0 085 0 0,I039-000-333
30262,6791 031 00 0 0 086 0 0,I039-000-334
30263,6791 031 00 0 0 087 0 0,I039-000-335
30264,6791 031 00 0 0 088 0 0,I039-000-336
30265,6791 031 00 0 0 089 0 0,I039-000-337
30266,6791 031 00 0 0 091 0 0,I039-000-338
30267,6791 031 00 0 0 092 0 0,I039-000-339
30268,6791 031 00 0 0 093 0 0,I039-000-340
30269,6791 031 00 0 0 094 0 0,I039-000-341
30270,6791 031 00 0 0 095 0 0,I039-000-342
30271,6791 031 00 0 0 096 0 0,I039-000-343
30272,6791 031 00 0 0 097 0 0,I039-000-344
30273,6791 031 00 0 0 098 0 0,I039-000-345
30274,6791 031 00 0 0 099 0 0,I039-000-346
30275,6791 031 00 0 0 100 0 0,I039-000-347
30276,6791 031 00 0 0 101 0 0,I039-000-348
30277,6791 031 00 0 0 102 0 0,I039-000-349
30278,6791 031 00 0 0 103 0 0,I039-000-350
30279,6791 031 00 0 0 107 0 0,I039-000-354
30280,6791 031 00 0 0 108 0 0,I039-000-355
30281,6791 031 00 0 0 109 0 0,I039-000-356
30282,6791 031 00 0 0 110 0 0,I039-000-357
30283,6791 031 00 0 0 111 0 0,I039-000-358
30284,6791 031 00 0 0 112 0 0,I039-000-359
30285,6791 031 00 0 0 113 0 0,I039-000-360
30286,6791 031 00 0 0 114 0 0,I039-000-361
30287,6791 031 00 0 0 116 0 0,I039-000-362
30288,6791 031 00 0 0 117 0 0,I039-000-363
30289,6791 031 00 0 0 118 0 0,I039-000-364
30290,6791 031 00 0 0 119 0 0,I039-000-365
30291,6791 031 00 0 0 120 0 0,I039-000-366
30292,6791 031 00 0 0 121 0 0,I039-000-367
30293,6791 031 00 0 0 122 0 0,I039-000-368
30294,6791 031 00 0 0 123 0 0,I039-000-369
