Id,MId,GSNNo,POId,ReceivedQty
6678,3456,0117,68516,8.0
6679,3456,0117,68517,1.0
6680,3457,0118,68518,8.0
6681,3458,0119,68530,20.0
6682,3459,0120,68527,10.0
6683,3460,0121,68450,1.0
6684,3461,0122,68571,755.0
6685,3462,0123,68578,100.0
6686,3463,0124,68579,495.0
6687,3464,0125,68581,10.0
6688,3465,0126,68582,2.0
6689,3465,0126,68583,6.0
6690,3466,0127,68428,1.0
6691,3466,0127,68429,10.0
6692,3467,0128,68146,3.0
6693,3468,0129,68539,103.0
6694,3468,0129,68546,153.0
6695,3468,0129,68547,266.0
6696,3469,0130,68384,150.0
6697,3469,0130,68385,75.0
6698,3469,0130,68386,75.0
6699,3470,0131,67021,1.0
6700,3471,0132,68421,1.0
6701,3472,0133,68649,16.0
6702,3472,0133,68650,16.0
6703,3472,0133,68651,16.0
6704,3472,0133,68652,16.0
6705,3473,0134,68887,1.0
6706,3474,0135,68792,1.0
6707,3475,0136,68865,244.0
6708,3475,0136,68866,274.0
6709,3475,0136,68867,29.0
6710,3475,0136,68871,99.0
6711,3475,0136,68872,34.0
6712,3476,0137,68853,1.0
6713,3477,0138,68854,310.0
6714,3478,0139,68856,2.0
6715,3478,0139,68857,2.0
6716,3479,0140,67980,73.0
6717,3480,0141,68514,4.0
6718,3480,0141,68515,4.0
6719,3481,0142,68794,1.0
6720,3482,0143,68798,1.0
6721,3482,0143,68799,1.0
6722,3483,0144,68814,1.0
6723,3484,0145,68625,20.0
6724,3485,0146,68635,5.0
6725,3485,0146,68636,3.0
6726,3486,0147,68631,3.0
6727,3486,0147,68632,1.0
6728,3487,0148,68736,1.0
6729,3488,0149,68513,2.0
6730,3489,0150,69022,1.0
6731,3490,0151,69023,1.0
6732,3491,0152,69024,1.0
6733,3492,0153,68744,1.0
6734,3493,0154,69040,1.0
6735,3494,0155,68649,16.0
6736,3494,0155,68650,16.0
6737,3494,0155,68651,16.0
6738,3494,0155,68652,16.0
6739,3495,0156,68668,30.0
6740,3495,0156,68669,60.0
6741,3495,0156,68670,30.0
6742,3496,0157,68649,16.0
6743,3496,0157,68650,16.0
6744,3496,0157,68651,16.0
6745,3496,0157,68652,16.0
6746,3497,0158,68649,16.0
6747,3497,0158,68650,16.0
6748,3497,0158,68651,16.0
6749,3497,0158,68652,16.0
6750,3498,0159,68899,630.0
6751,3499,0160,68926,25.0
6752,3500,0161,68927,310.0
6753,3501,0162,68928,1.0
6754,3502,0163,68933,1.0
6755,3503,0164,68735,9.0
6756,3504,0165,68983,1.0
6757,3505,0166,68649,3.0
6758,3505,0166,68650,2.0
6759,3505,0166,68651,3.0
6760,3505,0166,68652,3.0
6761,3506,0167,68992,15.0
6762,3507,0168,68913,1.0
6763,3508,0169,69053,1.0
6764,3509,0170,69054,1.0
6765,3510,0171,69063,3.52
6766,3511,0172,69067,1.0
6767,3512,0173,69071,1.0
6768,3513,0174,69168,1.0
6769,3514,0175,69158,1.0
6770,3515,0176,68968,20.0
6771,3516,0177,69142,1.0
6772,3517,0178,69136,1.0
6773,3518,0179,69130,50.0
6774,3519,0180,68587,2538.0
6775,3520,0181,69143,1.0
6776,3521,0182,69149,20.0
6777,3522,0183,69074,48.0
6778,3523,0184,66571,20.0
6779,3524,0185,66417,1.0
6780,3524,0185,66418,4.0
6781,3524,0185,66419,2.0
6782,3525,0186,66788,50.0
6783,3526,0187,66560,5.0
6784,3527,0188,69235,5.0
6785,3528,0189,69209,1.0
6786,3529,0190,69210,3.0
6787,3530,0191,69211,3.0
6788,3531,0192,69204,1.0
6789,3532,0193,69049,1.0
6790,3533,0194,68373,4.0
6791,3534,0195,69081,1.0
