Id,SysDate,SysTime,CompId,FinYearId,SessionId,ItemId,LockUnlock,Type,LockedbyTranaction,LockDate,LockTime
16621,2022-03-06,4:52:58 PM,1,9,sapl0350                                         ,11149,0,2,SAPL0324,2022-09-22,9:24:53 AM
16622,2022-03-06,4:57:41 PM,1,9,sapl0350                                         ,7188,0,2,1435,2023-03-02,3:47:14 PM
16623,2022-03-06,4:59:20 PM,1,9,sapl0350                                         ,6574,0,2,SAPL0324,2022-09-28,2:03:17 PM
16624,2022-03-07,12:00:23 PM,1,9,sapl0350                                         ,87197,0,2,Sapl0002,2023-02-16,4:41:16 PM
16625,2022-03-07,12:00:46 PM,1,9,sapl0350                                         ,87197,0,2,Sapl0002,2023-02-16,4:41:16 PM
16626,2022-03-08,9:56:52 AM,1,9,sapl0350                                         ,84765,0,2,SAPL0001,2022-03-31,9:41:49 AM
16627,2022-03-08,9:58:02 AM,1,9,sapl0350                                         ,85342,0,2,SAPL0324,2022-09-28,2:03:17 PM
16628,2022-03-08,1:59:29 PM,1,9,SAPL0324,84585,0,2,1235,2023-02-11,5:06:53 PM
16629,2022-03-08,2:13:17 PM,1,9,sapl0324,84039,0,2,Sapl0324,2022-03-31,9:30:42 AM
16630,2022-03-08,2:15:26 PM,1,9,sapl0324,58878,0,2,Sapl0324,2022-11-15,9:47:06 AM
16631,2022-03-08,2:25:13 PM,1,9,sapl0350                                          ,81178,0,2,Sapl0324,2022-08-24,11:04:42 AM
16632,2022-03-08,2:46:17 PM,1,9,sapl0350                                          ,6909,0,2,SAPL0324,2022-10-08,9:53:15 AM
16633,2022-03-08,2:48:46 PM,1,9,sapl0350                                          ,932,0,2,SAPL0324,2022-03-26,6:53:21 PM
16634,2022-03-08,3:23:06 PM,1,9,sapl0350,79516,0,2,SAPL0001,2022-03-31,12:16:36 PM
16635,2022-03-08,3:28:22 PM,1,9,sapl0350,81118,0,2,Sapl0324,2022-03-31,9:30:42 AM
16636,2022-03-08,3:29:14 PM,1,9,sapl0350,81114,0,2,Sapl0324,2022-03-31,9:30:42 AM
16637,2022-03-08,3:35:25 PM,1,9,sapl0350,58842,1,1,,,
16638,2022-03-08,3:37:27 PM,1,9,sapl0350,5722,0,2,Sapl0324,2022-08-24,11:04:42 AM
16639,2022-03-08,3:38:09 PM,1,9,SAPL0324,86909,0,2,1243,2023-02-13,2:43:11 PM
16640,2022-03-08,3:39:25 PM,1,9,sapl0350,86156,0,2,Sapl0002,2023-02-10,6:14:21 PM
16641,2022-03-08,3:40:09 PM,1,9,SAPL0324,86910,0,2,sapl0290,2022-03-14,5:05:19 PM
