Id,MId,PONo,PRNo,PRId,SPRNo,SPRId,Qty,Rate,Discount,AddDesc,PF,ExST,VAT,DelDate,AmendmentNo,BudgetCode,flag
58155,14816,0277,,,1295,20438,50.0,26.07,25.0,-,1,31,94,2020-10-10,0,2,0
58156,14816,0277,,,1295,20439,350.0,33.65,25.0,-,1,31,94,2020-10-10,0,2,0
58157,14816,0277,,,1295,20440,100.0,36.78,25.0,-,1,31,94,2020-10-10,0,2,0
58158,14816,0277,,,1295,20441,152.0,38.81,25.0,-,1,31,94,2020-10-10,0,2,0
58159,14816,0277,,,1295,20442,400.0,28.84,25.0,-,1,31,94,2020-10-10,0,2,0
58160,14816,0277,,,1295,20443,1708.0,31.29,25.0,-,1,31,94,2020-10-10,0,2,0
58161,14816,0277,,,1295,20444,30.0,38.24,25.0,-,1,31,94,2020-10-10,0,2,0
58162,14816,0277,,,1295,20445,500.0,0.16,0.0,-,1,31,94,2020-10-10,0,2,0
58163,14816,0277,,,1295,20446,200.0,0.2,0.0,-,1,31,94,2020-10-10,0,2,0
58164,14816,0277,,,1295,20447,5500.0,0.3,0.0,-,1,31,94,2020-10-10,0,2,0
58165,14816,0277,,,1295,20448,3700.0,0.45,0.0,-,1,31,94,2020-10-10,0,2,0
58166,14816,0277,,,1295,20449,4400.0,0.75,0.0,-,1,31,94,2020-10-10,0,2,0
58167,14816,0277,,,1295,20450,200.0,0.2,0.0,-,1,31,94,2020-10-10,0,2,0
58168,14816,0277,,,1295,20451,10500.0,0.3,0.0,-,1,31,94,2020-10-10,0,2,0
58169,14816,0277,,,1295,20452,3200.0,0.5,0.0,-,1,31,94,2020-10-10,0,2,0
58170,14816,0277,,,1295,20453,4400.0,0.75,0.0,-,1,31,94,2020-10-10,0,2,0
58171,14816,0277,,,1295,20454,30.0,1.0,0.0,-,1,31,94,2020-10-10,0,2,0
58172,14816,0277,,,1295,20455,600.0,44.0,0.0,-,1,31,94,2020-10-10,0,2,0
58173,14816,0277,,,1295,20456,200.0,22.28,25.0,-,1,31,94,2020-10-10,0,2,0
58174,14816,0277,,,1295,20457,40.0,26.33,25.0,-,1,31,94,2020-10-10,0,2,0
58175,14816,0277,,,1295,20458,150.0,11.71,45.0,-,1,31,94,2020-10-10,0,2,0
58176,14816,0277,,,1295,20459,50.0,15.45,45.0,-,1,31,94,2020-10-10,0,2,0
58177,14816,0277,,,1295,20460,50.0,25.85,45.0,-,1,31,94,2020-10-10,0,2,0
58178,14817,0278,,,1296,20461,50.0,6.93,45.0,-,1,31,94,2020-10-10,0,2,0
58179,14817,0278,,,1296,20462,50.0,25.85,45.0,-,1,31,94,2020-10-10,0,2,0
58180,14818,0279,,,1296,20463,50.0,7.56,45.0,-,1,31,94,2020-10-10,0,2,0
58181,14818,0279,,,1296,20464,100.0,2.39,45.0,-,1,31,94,2020-10-10,0,2,0
58182,14818,0279,,,1296,20465,60.0,4.26,50.0,-,1,31,94,2020-10-10,0,2,0
58183,14818,0279,,,1296,20466,60.0,7.19,45.0,-,1,31,94,2020-10-10,0,2,0
58184,14818,0279,,,1296,20467,50.0,3.56,45.0,-,1,31,94,2020-10-10,0,2,0
58185,14818,0279,,,1296,20468,100.0,1.0,0.0,-,1,31,94,2020-10-10,0,2,0
58186,14818,0279,,,1296,20469,300.0,0.4,0.0,-,1,31,94,2020-10-10,0,2,0
58187,14818,0279,,,1296,20470,100.0,2.0,35.0,-,1,31,94,2020-10-10,0,2,0
58188,14818,0279,,,1296,20471,50.0,6.45,45.0,-,1,31,94,2020-10-10,0,2,0
58189,14818,0279,,,1296,20472,60.0,5.29,45.0,-,1,31,94,2020-10-10,0,2,0
58190,14818,0279,,,1296,20473,60.0,4.54,52.0,-,1,31,94,2020-10-10,0,1,0
58191,14818,0279,,,1296,20474,100.0,5.29,45.0,-,1,31,94,2020-10-10,0,2,0
58192,14818,0279,,,1296,20475,50.0,7.35,45.0,-,1,31,94,2020-10-10,0,2,0
58193,14818,0279,,,1296,20476,350.0,6.45,45.0,-,1,31,94,2020-10-10,0,2,0
58194,14818,0279,,,1296,20477,900.0,7.11,45.0,-,1,31,94,2020-10-10,0,2,0
58195,14818,0279,,,1296,20478,1500.0,8.53,45.0,-,1,31,94,2020-10-10,0,2,0
58196,14818,0279,,,1296,20479,1500.0,9.75,45.0,-,1,31,94,2020-10-10,0,2,0
58197,14818,0279,,,1296,20480,300.0,11.39,45.0,-,1,31,94,2020-10-10,0,2,0
58198,14818,0279,,,1296,20481,1400.0,11.99,45.0,-,1,31,94,2020-10-10,0,2,0
58199,14818,0279,,,1296,20482,800.0,13.24,45.0,-,1,31,94,2020-10-10,0,2,0
58200,14818,0279,,,1296,20483,100.0,12.5,35.0,-,1,31,94,2020-10-10,0,2,0
58201,14818,0279,,,1296,20484,30.0,6.81,0.0,-,1,31,94,2020-10-10,0,2,0
58202,14818,0279,,,1296,20485,200.0,11.18,45.0,-,1,31,94,2020-10-10,0,2,0
58203,14818,0279,,,1296,20486,800.0,11.99,45.0,-,1,31,94,2020-10-10,0,2,0
58204,14818,0279,,,1297,20487,60.0,8.06,45.0,-,1,31,94,2020-10-10,0,2,0
58205,14818,0279,,,1297,20488,900.0,6.93,45.0,-,1,31,94,2020-10-10,0,1,0
58206,14818,0279,,,1297,20489,1100.0,3.25,45.0,-,1,31,94,2020-10-10,0,2,0
58207,14818,0279,,,1297,20490,2500.0,22.57,25.0,-,1,31,94,2020-10-10,0,2,0
58208,14818,0279,,,1297,20491,20.0,35.75,25.0,-,1,31,94,2020-10-10,0,2,0
58209,14819,0280,,,1337,20601,100.0,28.0,0.0,-,1,31,94,2020-10-10,0,2,0
58210,14819,0280,,,1337,20602,100.0,28.0,0.0,-,1,31,94,2020-10-10,0,2,0
58211,14820,0281,,,0218,21539,80.0,30.0,0.0,-,1,31,94,2020-10-10,0,2,0
58212,14820,0281,,,0218,21540,1.0,518.0,35.0,-,1,31,94,2020-10-10,0,2,0
58213,14820,0281,,,0218,21541,1.0,484.0,35.0,-,1,31,94,2020-10-10,0,2,0
58214,14820,0281,,,0218,21542,4.0,560.0,35.0,-,1,31,94,2020-10-10,0,1,0
58215,14820,0281,,,0218,21543,4.0,711.0,35.0,-,1,31,94,2020-10-10,0,2,0
58216,14820,0281,,,0218,21544,1.0,65.0,0.0,-,1,31,94,2020-10-10,0,2,0
58217,14820,0281,,,0218,21545,1.0,117.0,0.0,-,1,31,94,2020-10-10,0,2,0
58218,14820,0281,,,0218,21546,10.0,55.0,0.0,-,1,31,94,2020-10-10,0,2,0
58219,14820,0281,,,0218,21547,50.0,4.5,0.0,-,1,31,94,2020-10-10,0,2,0
58220,14820,0281,,,0218,21548,3.0,993.0,35.0,-,1,31,94,2020-10-10,0,2,0
58221,14821,0282,,,0212,21533,120.0,37.0,0.0,,1,1,1,2020-10-06,0,1,0
58222,14821,0282,,,0213,21534,40.0,75.0,0.0,,1,1,1,2020-10-06,0,1,0
58223,14822,0283,0008,41449,,,3.0,1246.0,0.0,,1,31,94,2020-10-08,0,1,0
58224,14823,0284,0007,41448,,,1.0,220.0,0.0,,1,31,94,2020-10-08,0,1,0
58225,14824,0285,0006,41442,,,3.0,13.0,0.0,,1,31,94,2020-10-08,1,1,0
58227,14824,0285,0006,41444,,,3.0,13.0,0.0,,1,31,94,2020-10-08,1,1,0
58229,14824,0285,0006,41446,,,1.0,26.0,0.0,,1,31,94,2020-10-08,1,1,0
58231,14825,0286,0009,41450,,,2.0,1420.0,0.0,,1,31,94,2020-10-08,0,1,0
58232,14826,0287,0011,41452,,,1.0,650.0,0.0,,1,31,94,2020-10-09,0,1,0
58233,14827,0288,,,0219,21549,150.0,16.0,25.0,-,1,31,94,2020-10-15,0,1,0
58234,14827,0288,,,0219,21550,150.0,17.5,25.0,-,1,31,94,2020-10-15,0,1,0
58235,14827,0288,,,0219,21551,100.0,23.76,25.0,-,1,31,94,2020-10-15,0,1,0
58236,14827,0288,,,0219,21552,1300.0,24.44,25.0,-,1,31,94,2020-10-15,0,1,0
58237,14827,0288,,,0219,21553,200.0,11.81,45.0,-,1,31,94,2020-10-15,0,1,0
58238,14827,0288,,,0219,21554,200.0,17.03,45.0,-,1,31,94,2020-10-15,0,1,0
58239,14827,0288,,,0219,21555,600.0,17.98,45.0,-,1,31,94,2020-10-16,0,1,0
58240,14827,0288,,,0219,21556,100.0,2.08,45.0,-,1,31,94,2020-10-15,0,1,0
58241,14827,0288,,,0219,21557,800.0,0.75,0.0,-,1,31,94,2020-10-15,0,1,0
58242,14827,0288,,,0219,21558,500.0,0.5,0.0,-,1,31,94,2020-10-15,0,1,0
58243,14827,0288,,,0219,21559,800.0,0.75,0.0,-,1,31,94,2020-10-15,0,1,0
58244,14827,0288,,,0219,21560,50.0,1.0,0.0,-,1,31,94,2020-10-15,0,1,0
58245,14828,0289,,,0220,21561,25.0,5.94,45.0,-,1,31,94,2020-10-15,0,1,0
58246,14828,0289,,,0220,21562,5.0,7.19,45.0,-,1,31,94,2020-10-15,0,1,0
58247,14828,0289,,,0220,21563,35.0,5.29,45.0,-,1,31,94,2020-10-15,0,1,0
58248,14828,0289,,,0220,21564,30.0,7.35,45.0,-,1,31,94,2020-10-15,0,1,0
58249,14828,0289,,,0220,21565,232.0,7.11,45.0,-,1,31,94,2020-10-15,0,1,0
58250,14828,0289,,,0220,21566,300.0,11.39,45.0,-,1,31,94,2020-10-15,0,1,0
58251,14828,0289,,,0220,21567,30.0,14.25,45.0,-,1,31,94,2020-10-15,0,1,0
58252,14828,0289,,,0220,21568,20.0,6.3,45.0,-,1,31,94,2020-10-15,0,1,0
58253,14828,0289,,,0220,21569,20.0,7.89,45.0,-,1,31,94,2020-10-15,0,1,0
58254,14828,0289,,,0220,21570,176.0,20.47,45.0,-,1,31,94,2020-10-15,0,1,0
58255,14828,0289,,,0220,21571,10.0,2.05,45.0,-,1,31,94,2020-10-15,0,1,0
58256,14828,0289,,,0220,21572,20.0,6.45,45.0,-,1,31,94,2020-10-15,0,1,0
58257,14828,0289,,,0220,21573,100.0,2.39,45.0,-,1,31,94,2020-10-15,0,1,0
58258,14828,0289,,,0220,21574,50.0,17.5,25.0,-,1,31,94,2020-10-15,0,1,0
58259,14828,0289,,,0220,21575,160.0,28.84,25.0,-,1,31,94,2020-10-15,0,1,0
58260,14829,0290,,,0221,21576,600.0,11.81,45.0,-,1,31,94,2020-10-15,0,1,0
58261,14830,0291,,,0222,21577,13.0,3.82,45.0,-,1,31,94,2020-10-15,0,1,0
58262,14830,0291,,,0222,21578,10.0,6.45,45.0,-,1,31,94,2020-10-15,0,1,0
58263,14830,0291,,,0222,21579,60.0,6.45,45.0,-,1,31,94,2020-10-15,0,1,0
58264,14830,0291,,,0222,21580,10.0,6.93,45.0,-,1,31,94,2020-10-15,0,1,0
58265,14830,0291,,,0222,21581,80.0,8.53,45.0,-,1,31,94,2020-10-15,0,1,0
58266,14830,0291,,,0222,21582,185.0,9.75,45.0,-,1,31,94,2020-10-15,0,1,0
58267,14830,0291,,,0222,21583,3.0,17.02,45.0,-,1,31,94,2020-10-15,0,1,0
58268,14830,0291,,,0222,21584,10.0,11.99,45.0,=,1,31,94,2020-10-15,0,1,0
58269,14830,0291,,,0222,21585,10.0,7.08,45.0,-,1,31,94,2020-10-15,0,1,0
58270,14830,0291,,,0222,21586,20.0,7.89,45.0,-,1,31,94,2020-10-15,0,1,0
58271,14830,0291,,,0222,21587,89.0,17.98,45.0,-,1,31,94,2020-10-15,0,1,0
58272,14830,0291,,,0222,21588,10.0,22.71,45.0,-,1,31,94,2020-10-15,0,1,0
58273,14830,0291,,,0222,21589,20.0,0.2,0.0,-,1,31,94,2020-10-15,0,1,0
58274,14830,0291,,,0222,21590,620.0,0.3,0.0,-,1,31,94,2020-10-15,0,1,0
58275,14830,0291,,,0222,21591,230.0,0.5,0.0,-,1,31,94,2020-10-15,0,1,0
58276,14830,0291,,,0222,21592,275.0,0.75,0.0,-,1,31,94,2020-10-15,0,1,0
58277,14831,0292,0012,41453,,,1.0,2650.0,0.0,,1,31,94,2020-10-10,0,1,0
58278,14832,0293,,,0223,21593,10.0,32.67,25.0,-,1,31,94,2020-10-15,0,1,0
58279,14832,0293,,,0223,21594,100.0,33.65,25.0,-,1,31,94,2020-10-15,0,1,0
58280,14832,0293,,,0223,21595,15.0,36.78,25.0,-,1,31,94,2020-10-15,0,1,0
58281,14832,0293,,,0223,21596,39.0,38.81,25.0,-,1,31,94,2020-10-15,0,1,0
58282,14832,0293,,,0223,21597,797.0,31.29,25.0,-,1,31,94,2020-10-15,0,1,0
58283,14832,0293,,,0223,21598,15.0,33.79,25.0,-,1,31,94,2020-10-15,0,1,0
58284,14832,0293,,,0223,21599,137.0,0.16,0.0,-,1,31,94,2020-10-15,0,1,0
58285,14832,0293,,,0223,21600,182.0,0.2,0.0,-,1,31,94,2020-10-15,0,1,0
58286,14832,0293,,,0223,21600,182.0,0.2,0.0,-,1,31,94,2020-10-15,0,1,0
58287,14832,0293,,,0223,21601,4517.0,0.3,0.0,-,1,31,94,2020-10-15,0,1,0
58288,14832,0293,,,0223,21602,1632.0,0.45,0.0,-,1,31,94,2020-10-15,0,1,0
58289,14832,0293,,,0223,21603,1990.0,0.75,0.0,-,1,31,94,2020-10-16,0,1,0
58290,14832,0293,,,0223,21604,187.0,0.2,0.0,-,1,31,94,2020-10-15,0,1,0
58291,14832,0293,,,0223,21605,4517.0,0.3,0.0,-,1,31,94,2020-10-15,0,1,0
58292,14832,0293,,,0223,21606,1632.0,0.5,0.0,-,1,31,94,2020-10-15,0,1,0
58293,14832,0293,,,0223,21607,2000.0,0.75,0.0,-,1,31,94,2020-10-15,0,1,0
58294,14832,0293,,,0223,21608,10.0,30.0,0.0,-,1,31,94,2020-10-15,0,1,0
58295,14833,0294,,,0224,21609,13.0,17.02,45.0,-,1,31,94,2020-10-15,0,1,0
58296,14833,0294,,,0224,21610,200.0,11.99,45.0,-,1,31,94,2020-10-15,0,1,0
58297,14833,0294,,,0224,21611,500.0,12.95,45.0,-,1,31,94,2020-10-15,0,1,0
58298,14833,0294,,,0224,21612,250.0,24.62,45.0,-,1,31,94,2020-10-15,0,1,0
58299,14833,0294,,,0224,21613,8.0,157.62,45.0,-,1,31,94,2020-10-15,0,1,0
58300,14833,0294,,,0224,21614,15.0,7.08,45.0,-,1,31,94,2020-10-15,0,1,0
58301,14833,0294,,,0224,21615,15.0,7.56,45.0,-,1,31,94,2020-10-15,0,1,0
58302,14833,0294,,,0224,21616,5.0,18.03,45.0,-,1,31,94,2020-10-15,0,1,0
58303,14833,0294,,,0224,21617,125.0,7.89,45.0,-,1,31,94,2020-10-15,0,1,0
58304,14833,0294,,,0224,21618,10.0,11.23,45.0,-,1,31,94,2020-10-15,0,1,0
58305,14833,0294,,,0224,21619,1200.0,17.98,45.0,-,1,31,94,2020-10-15,0,1,0
58306,14833,0294,,,0224,21620,144.0,20.47,45.0,-,1,31,94,2020-10-15,0,1,0
58307,14833,0294,,,0224,21621,10.0,22.71,45.0,-,1,31,94,2020-10-16,0,1,0
58308,14833,0294,,,0224,21622,290.0,2.39,45.0,-,1,31,94,2020-10-15,0,1,0
58309,14833,0294,,,0224,21623,20.0,4.61,45.0,-,1,31,94,2020-10-15,0,1,0
58310,14833,0294,,,0224,21624,448.0,3.25,45.0,-,1,31,94,2020-10-15,0,1,0
58311,14834,0295,,,0225,21625,24.0,2.05,45.0,-,1,31,94,2020-10-15,0,1,0
58312,14834,0295,,,0225,21626,10.0,3.17,45.0,-,1,31,94,2020-10-15,0,1,0
58313,14834,0295,,,0225,21627,38.0,3.89,45.0,-,1,31,94,2020-10-15,0,1,0
58314,14834,0295,,,0225,21628,32.0,4.26,45.0,-,1,31,94,2020-10-15,0,1,0
58315,14834,0295,,,0225,21629,68.0,45.0,0.0,-,1,31,94,2020-10-15,0,1,0
58316,14834,0295,,,0225,21630,302.0,16.0,25.0,-,1,31,94,2020-10-15,0,1,0
58317,14834,0295,,,0225,21631,129.0,18.8,25.0,-,1,31,94,2020-10-15,0,1,0
58318,14834,0295,,,0225,21632,39.0,23.76,25.0,-,1,31,94,2020-10-15,0,1,0
58319,14834,0295,,,0225,21633,4.0,26.1,25.0,-,1,31,94,2020-10-15,0,1,0
58320,14834,0295,,,0225,21634,5.0,27.92,25.0,-,1,31,94,2020-10-15,0,1,0
58321,14834,0295,,,0225,21635,30.0,29.63,25.0,-,1,31,94,2020-10-15,0,1,0
58322,14834,0295,,,0225,21636,136.0,20.72,25.0,-,1,31,94,2020-10-15,0,1,0
58323,14834,0295,,,0225,21637,887.0,22.57,25.0,-,1,31,94,2020-10-15,0,1,0
58324,14834,0295,,,0225,21638,1453.0,24.44,25.0,-,1,31,94,2020-10-15,0,1,0
58325,14834,0295,,,0225,21639,347.0,26.07,25.0,-,1,31,94,2020-10-15,0,1,0
58326,14834,0295,,,0225,21640,236.0,27.43,25.0,-,1,31,94,2020-10-15,0,1,0
58327,14835,0296,,,0226,21641,5.0,8.06,45.0,-,1,31,94,2020-10-15,0,1,0
58328,14835,0296,,,0226,21642,10.0,4.26,45.0,-,1,31,94,2020-10-15,0,1,0
58329,14835,0296,,,0226,21643,20.0,5.01,45.0,-,1,31,94,2020-10-15,0,1,0
58330,14835,0296,,,0226,21644,10.0,3.56,45.0,-,1,31,94,2020-10-15,0,1,0
58331,14835,0296,,,0226,21645,63.0,3.82,45.0,-,1,31,94,2020-10-16,0,1,0
58332,14835,0296,,,0226,21646,78.0,4.08,45.0,-,1,31,94,2020-10-15,0,1,0
58333,14835,0296,,,0226,21647,35.0,4.97,45.0,-,1,31,94,2020-10-15,0,1,0
58334,14835,0296,,,0226,21648,10.0,6.45,45.0,-,1,31,94,2020-10-15,0,1,0
58335,14835,0296,,,0226,21649,26.0,4.77,45.0,-,1,31,94,2020-10-15,0,1,0
58336,14835,0296,,,0226,21650,60.0,6.45,45.0,-,1,31,94,2020-10-15,0,1,0
58337,14835,0296,,,0226,21651,160.0,6.93,45.0,-,1,31,94,2020-10-15,0,1,0
58338,14835,0296,,,0226,21652,68.0,7.11,45.0,-,1,31,94,2020-10-15,0,1,0
58339,14835,0296,,,0226,21653,300.0,8.53,45.0,-,1,31,94,2020-10-15,0,1,0
58340,14835,0296,,,0226,21654,200.0,9.75,45.0,-,1,31,94,2020-10-15,0,1,0
58341,14835,0296,,,0226,21655,400.0,11.99,45.0,-,1,31,94,2020-10-15,0,1,0
58342,14835,0296,,,0226,21656,300.0,13.24,45.0,-,1,31,94,2020-10-15,0,1,0
58343,14836,0297,,,0227,21657,10.0,43.5,55.0,-,1,31,94,2020-10-15,0,1,0
58344,14836,0297,,,0227,21658,3.0,500.0,0.0,-,1,31,94,2020-10-15,0,1,0
58345,14836,0297,,,0227,21659,6.0,75.0,0.0,-,1,31,94,2020-10-15,0,1,0
58346,14836,0297,,,0227,21660,10.0,58.8,55.0,-,1,31,94,2020-10-15,0,1,0
58347,14836,0297,,,0227,21661,100.0,30.0,0.0,-,1,31,94,2020-10-15,0,1,0
58348,14836,0297,,,0227,21662,50.0,35.0,0.0,-,1,31,94,2020-10-15,0,1,0
58349,14836,0297,,,0227,21663,100.0,30.0,0.0,-,1,31,94,2020-10-15,0,1,0
58350,14836,0297,,,0227,21664,100.0,15.0,0.0,-,1,31,94,2020-10-15,0,1,0
58351,14836,0297,,,0227,21665,100.0,15.0,0.0,-,1,31,94,2020-10-15,0,1,0
58352,14836,0297,,,0227,21666,100.0,35.0,0.0,-,1,31,94,2020-10-15,0,1,0
58353,14836,0297,,,0227,21667,100.0,28.0,0.0,-,1,31,94,2020-10-15,0,1,0
58354,14836,0297,,,0227,21668,1.0,1224.0,35.0,-,1,31,94,2020-10-15,0,1,0
58355,14836,0297,,,0228,21669,2.0,1017.0,35.0,-,1,31,94,2020-10-15,0,1,0
58356,14836,0297,,,0228,21670,1.0,1049.0,35.0,-,1,31,94,2020-10-15,0,1,0
58357,14837,0298,,,0229,21671,1.0,65.0,0.0,-,1,31,94,2020-10-15,0,1,0
58358,14837,0298,,,0229,21672,4.0,183.0,0.0,-,1,31,94,2020-10-15,0,1,0
58359,14837,0298,,,0229,21673,2.0,1017.0,35.0,-,1,31,94,2020-10-15,0,1,0
58360,14837,0298,,,0229,21674,1.0,933.0,35.0,-,1,31,94,2020-10-15,0,1,0
58361,14837,0298,,,0229,21675,50.0,100.0,0.0,-,1,31,94,2020-10-15,0,1,0
58362,14837,0298,,,0229,21676,10.0,450.0,0.0,-,1,31,94,2020-10-15,0,1,0
58363,14838,0299,,,0230,21677,5.0,1380.0,0.0,-,1,31,94,2020-10-15,0,1,0
58364,14838,0299,,,0230,21678,2.0,400.0,0.0,-,1,31,94,2020-10-15,0,1,0
58365,14838,0299,,,0230,21679,150.0,45.0,0.0,-,1,31,94,2020-10-15,0,1,0
58366,14838,0299,,,0230,21680,100.0,30.0,0.0,-,1,31,94,2020-10-15,0,1,0
58367,14838,0299,,,0230,21681,10.0,60.0,0.0,-,1,31,94,2020-10-15,0,1,0
58368,14838,0299,,,0230,21682,2.0,560.0,35.0,-,1,31,94,2020-10-15,0,1,0
58369,14838,0299,,,0230,21683,2.0,711.0,35.0,-,1,31,94,2020-10-15,0,1,0
58370,14838,0299,,,0230,21684,2.0,1500.0,0.0,-,1,31,94,2020-10-15,0,1,0
58371,14838,0299,,,0230,21685,3.0,242.0,55.0,-,1,31,94,2020-10-15,0,1,0
58372,14838,0299,,,0230,21686,2.0,502.4,55.0,-,1,31,94,2020-10-15,0,1,0
58373,14838,0299,,,0230,21687,2.0,562.4,55.0,-,1,31,94,2020-10-15,0,1,0
58374,14838,0299,,,0230,21688,2.0,908.5,55.0,-,1,31,94,2020-10-15,0,1,0
58375,14839,0300,,,0231,21689,2.0,1380.0,0.0,-,1,31,94,2020-10-15,0,1,0
58376,14839,0300,,,0231,21690,50.0,20.0,0.0,-,1,31,94,2020-10-15,0,1,0
58377,14839,0300,,,0231,21691,2.0,214.0,15.0,-,1,31,94,2020-10-15,0,1,0
58378,14839,0300,,,0231,21692,116.0,11.18,45.0,-,1,31,94,2020-10-15,0,1,0
58379,14839,0300,,,0231,21693,669.0,8.53,45.0,-,1,31,94,2020-10-15,0,1,0
58380,14839,0300,,,0231,21694,1038.0,9.75,45.0,-,1,31,94,2020-10-15,0,1,0
58381,14839,0300,,,0231,21695,303.0,11.99,45.0,-,1,31,94,2020-10-15,0,1,0
58382,14839,0300,,,0231,21696,66.0,33.65,25.0,-,1,31,94,2020-10-15,0,1,0
58383,14840,0301,,,0232,21697,1.0,3350.0,0.0,-,1,31,94,2020-10-15,0,1,0
58384,14840,0301,,,0232,21698,1.0,150.0,0.0,-,1,31,94,2020-10-15,0,1,0
58385,14840,0301,,,0232,21699,50.0,6.01,45.0,-,1,31,94,2020-10-15,0,1,0
58386,14840,0301,,,0232,21700,30.0,7.89,45.0,-,1,31,94,2020-10-15,0,1,0
58387,14840,0301,,,0232,21701,30.0,29.44,45.0,-,1,31,94,2020-10-15,0,1,0
58388,14840,0301,,,0232,21702,30.0,17.98,45.0,-,1,31,94,2020-10-15,0,1,0
58389,14840,0301,,,0232,21703,60.0,32.1,45.0,-,1,31,94,2020-10-15,0,1,0
58390,14841,0302,,,0233,21704,100.0,6.5,0.0,-,1,31,94,2020-10-15,0,1,0
58391,14841,0302,,,0233,21705,1400.0,11.81,45.0,-,1,31,94,2020-10-15,0,1,0
58392,14841,0302,,,0233,21706,2000.0,17.98,45.0,-,1,31,94,2020-10-15,0,1,0
58393,14841,0302,,,0233,21707,26.0,150.0,0.0,-,1,31,94,2020-10-15,0,1,0
58394,14842,0303,,,0234,21708,30.0,30.0,0.0,-,1,31,94,2020-10-16,0,1,0
58395,14842,0303,,,0234,21709,100.0,35.0,0.0,-,1,31,94,2020-10-15,0,1,0
58396,14843,0304,,,0235,21710,85.0,16.0,25.0,-,1,31,94,2020-10-15,0,1,0
58397,14843,0304,,,0235,21711,30.0,18.8,25.0,-,1,31,94,2020-10-15,0,1,0
58398,14843,0304,,,0235,21712,20.0,29.65,25.0,-,1,31,94,2020-10-15,0,1,0
58399,14843,0304,,,0235,21713,50.0,20.72,25.0,-,1,31,94,2020-10-15,0,1,0
58400,14843,0304,,,0235,21714,150.0,24.44,25.0,-,1,31,94,2020-10-15,0,1,0
58401,14843,0304,,,0235,21715,6.0,26.07,25.0,-,1,31,94,2020-10-15,0,1,0
58402,14843,0304,,,0235,21716,60.0,27.43,25.0,-,1,31,94,2020-10-15,0,1,0
58403,14843,0304,,,0235,21717,15.0,36.78,25.0,-,1,31,94,2020-10-15,0,1,0
58404,14843,0304,,,0235,21718,14.0,38.81,25.0,-,1,31,94,2020-10-15,0,1,0
58405,14843,0304,,,0235,21719,135.0,31.29,25.0,-,1,31,94,2020-10-15,0,1,0
58406,14843,0304,,,0235,21720,20.0,0.2,0.0,-,1,31,94,2020-10-15,0,1,0
58407,14843,0304,,,0235,21721,620.0,0.3,0.0,-,1,31,94,2020-10-15,0,1,0
58408,14843,0304,,,0235,21722,230.0,0.45,0.0,-,1,31,94,2020-10-15,0,1,0
58409,14843,0304,,,0235,21723,245.0,0.75,0.0,-,1,31,94,2020-10-15,0,1,0
58410,14843,0304,,,0235,21724,1.0,2614.0,35.0,-,1,31,94,2020-10-15,0,1,0
58411,14843,0304,,,0235,21725,1.0,3004.0,35.0,-,1,31,94,2020-10-15,0,1,0
58412,14843,0304,,,0235,21726,1.0,3268.0,35.0,-,1,31,94,2020-10-15,0,1,0
58413,14844,0305,,,0236,21727,1.0,1017.0,35.0,-,1,31,94,2020-10-15,0,1,0
58414,14844,0305,,,0236,21728,1.0,2298.0,35.0,-,1,31,94,2020-10-15,0,1,0
58415,14844,0305,,,0236,21729,100.0,30.0,0.0,-,1,31,94,2020-10-15,0,1,0
58416,14844,0305,,,0236,21730,2.0,2250.0,0.0,-,1,31,94,2020-10-15,0,1,0
58417,14844,0305,,,0236,21731,10.0,225.0,0.0,-,1,31,94,2020-10-15,0,1,0
58418,14844,0305,,,0236,21732,1.0,3537.0,55.0,-,1,31,94,2020-10-15,0,1,0
58419,14845,0306,,,0237,21733,8.0,51.81,45.0,-,1,31,94,2020-10-15,0,1,0
58420,14845,0306,,,0237,21734,85.0,57.04,45.0,-,1,31,94,2020-10-15,0,1,0
58421,14845,0306,,,0237,21735,2.0,285.0,15.0,-,1,31,94,2020-10-15,0,1,0
58422,14845,0306,,,0237,21736,3.0,350.0,0.0,-,1,31,94,2020-10-15,0,1,0
58423,14845,0306,,,0237,21737,200.0,35.0,0.0,-,1,31,94,2020-10-15,0,1,0
58424,14845,0306,,,0237,21738,25.0,25.0,0.0,-,1,31,94,2020-10-15,0,1,0
58425,14845,0306,,,0237,21739,19.0,50.0,0.0,-,1,31,94,2020-10-15,0,1,0
58426,14845,0306,,,0237,21740,1.0,905.0,35.0,-,1,31,94,2020-10-15,0,1,0
58427,14845,0306,,,0237,21741,1.0,1380.0,0.0,-,1,31,94,2020-10-15,0,1,0
58428,14846,0307,,,0238,21742,50.0,44.46,45.0,-,1,31,94,2020-10-15,0,1,0
58429,14846,0307,,,0238,21743,20.0,61.17,45.0,-,1,31,94,2020-10-15,0,1,0
58430,14846,0307,,,0238,21744,20.0,255.51,45.0,-,1,31,94,2020-10-15,0,1,0
58431,14846,0307,,,0238,21745,100.0,30.37,45.0,-,1,31,94,2020-10-15,0,1,0
58432,14846,0307,,,0238,21746,50.0,1.2,0.0,-,1,31,94,2020-10-15,0,1,0
58433,14846,0307,,,0238,21747,100.0,2.5,0.0,-,1,31,94,2020-10-15,0,1,0
58434,14846,0307,,,0238,21748,50.0,1.2,0.0,-,1,31,94,2020-10-15,0,1,0
