Id,ItemId,SupplierId,Qty,Rate,Discount,DelDate,DMid
6338,65699,S241,4.0,1.0,0.0,2019-01-17,27566
6339,65700,S241,2.0,1.0,0.0,2019-01-17,27567
6340,65701,S241,4.0,1.0,0.0,2019-01-17,27568
6341,65702,S241,2.0,1.0,0.0,2019-01-17,27569
6342,65703,S241,2.0,1.0,0.0,2019-01-17,27570
6343,65704,S241,3.0,1.0,0.0,2019-01-17,27571
6344,65705,S241,3.0,1.0,0.0,2019-01-17,27572
6345,65709,S241,1.0,1.0,0.0,2019-01-17,27573
6346,65710,S241,1.0,1.0,0.0,2019-01-17,27574
6347,65711,S241,2.0,1.0,0.0,2019-01-17,27575
6348,65712,S241,4.0,1.0,0.0,2019-01-17,27576
6349,65713,S241,4.0,1.0,0.0,2019-01-17,27577
6350,65714,S241,1.0,1.0,0.0,2019-01-17,27578
6351,65715,S241,20.0,1.0,0.0,2019-01-17,27579
6352,65716,S241,20.0,1.0,0.0,2019-01-17,27580
6353,65717,S241,20.0,1.0,0.0,2019-01-17,27581
6354,65718,S241,20.0,1.0,0.0,2019-01-17,27582
6355,65719,S241,6.0,1.0,0.0,2019-01-17,27583
6356,65720,S241,6.0,1.0,0.0,2019-01-17,27584
6357,65721,S241,6.0,1.0,0.0,2019-01-17,27585
6358,65722,S241,1.0,1.0,0.0,2019-01-17,27586
6359,65723,S241,2.0,1.0,0.0,2019-01-17,27587
6360,65725,S241,2.0,1.0,0.0,2019-01-17,27588
6361,65726,S241,4.0,1.0,0.0,2019-01-17,27589
6362,65727,S241,4.0,1.0,0.0,2019-01-17,27590
6363,65728,S241,2.0,1.0,0.0,2019-01-17,27591
6364,65729,S241,2.0,1.0,0.0,2019-01-16,27592
6365,65730,S241,2.0,1.0,0.0,2019-01-17,27593
6366,65731,S241,1.0,1.0,0.0,2019-01-17,27594
6367,65732,S241,1.0,1.0,0.0,2019-01-17,27595
6368,65733,S241,1.0,1.0,0.0,2019-01-17,27596
6369,65734,S241,24.0,1.0,0.0,2019-01-17,27597
6370,65735,S241,24.0,1.0,0.0,2019-01-17,27598
6371,65738,S241,24.0,1.0,0.0,2019-01-17,27602
6372,65744,S241,8.0,1.0,0.0,2019-01-17,27625
6373,65745,S241,4.0,1.0,0.0,2019-01-17,27626
6374,65746,S241,4.0,1.0,0.0,2019-01-17,27627
6375,65747,S241,24.0,1.0,0.0,2019-01-17,27628
6376,65748,S241,8.0,1.0,0.0,2019-01-17,27629
6377,65749,S241,8.0,1.0,0.0,2019-01-18,27630
6378,65750,S241,4.0,1.0,0.0,2019-01-17,27631
6379,65751,S241,4.0,1.0,0.0,2019-01-18,27632
6380,65752,S241,22.0,1.0,0.0,2019-01-18,27633
6381,65753,S241,44.0,1.0,0.0,2019-01-18,27634
6382,65754,S241,2.0,1.0,0.0,2019-01-17,27635
6383,65755,S241,1.0,1.0,0.0,2019-01-17,27636
6384,65756,S241,1.0,1.0,0.0,2019-01-17,27637
6385,65757,S241,1.0,1.0,0.0,2019-01-18,27638
6386,65758,S241,1.0,1.0,0.0,2019-01-18,27639
6387,65759,S241,1.0,1.0,0.0,2019-01-18,27640
6388,65760,S241,1.0,1.0,0.0,2019-01-18,27641
6389,65761,S241,1.0,1.0,0.0,2019-01-18,27642
6390,65762,S241,9.0,1.0,0.0,2019-01-18,27643
6391,65763,S241,3.0,1.0,0.0,2019-01-17,27644
6392,65764,S241,1.0,1.0,0.0,2019-01-18,27645
6393,65765,S241,2.0,1.0,0.0,2019-01-18,27646
6394,65766,S241,2.0,1.0,0.0,2019-01-18,27647
6395,65767,S241,12.0,1.0,0.0,2019-01-19,27648
6396,65768,S241,2.0,1.0,0.0,2019-01-18,27649
6397,65769,S241,2.0,1.0,0.0,2019-01-17,27650
6398,65770,S241,2.0,1.0,0.0,2019-01-18,27651
6399,65771,S241,2.0,1.0,0.0,2019-01-18,27652
6400,65772,S241,4.0,1.0,0.0,2019-01-18,27653
6401,65773,S241,2.0,1.0,0.0,2019-01-18,27654
6402,65774,S241,2.0,1.0,0.0,2019-01-18,27655
6403,65775,S241,2.0,1.0,0.0,2019-01-18,27656
6404,65776,S241,2.0,1.0,0.0,2019-01-18,27657
6405,65777,S241,2.0,1.0,0.0,2019-01-18,27658
6406,65778,S241,1.0,1.0,0.0,2019-01-18,27659
6407,65779,S241,1.0,1.0,0.0,2019-01-17,27660
6408,65780,S241,2.0,1.0,0.0,2019-01-18,27661
6409,65781,S241,1.0,1.0,0.0,2019-01-18,27662
6410,65782,S241,1.0,1.0,0.0,2019-01-19,27663
6411,65783,S241,4.0,1.0,0.0,2019-01-17,27664
6412,65784,S241,4.0,1.0,0.0,2019-01-17,27665
6413,65785,S241,4.0,1.0,0.0,2019-01-18,27666
6414,65786,S241,1.0,1.0,0.0,2019-01-19,27667
6415,65787,S241,4.0,1.0,0.0,2019-01-18,27668
6416,65788,S241,4.0,1.0,0.0,2019-01-18,27669
6417,65789,S241,4.0,1.0,0.0,2019-01-18,27670
6418,65790,S241,1.0,1.0,0.0,2019-01-18,27671
6419,65791,S241,2.0,1.0,0.0,2019-01-18,27672
6420,65792,S241,4.0,1.0,0.0,2019-01-18,27673
6421,65793,S241,2.0,1.0,0.0,2019-01-18,27674
6422,65794,S241,1.0,1.0,0.0,2019-01-19,27675
6423,65795,S241,1.0,1.0,0.0,2019-01-18,27676
6424,65796,S241,2.0,1.0,0.0,2019-01-18,27677
