id,ItemCode,Rate,Discount
51267,6492 021 00 0 0 007 4 0,1611,22
51268,6492 021 00 0 0 007 4 0,1611.00,22
51269,6492 021 00 0 0 008 3 0,23110,14.5
51270,6492 021 00 0 0 009 1 0,3799,6
51271,6492 021 00 0 0 009 3 0,1425,14.5
51272,6492 021 01 0 0 001 3 0,990,13
51273,6492 021 01 0 0 001 3 0,950,13
51274,6492 021 01 0 0 001 3 0,966,14.5
51275,6492 021 01 0 0 003 5 0,1249,15
51276,6492 021 01 0 0 004 5 0,1250,0
51277,6492 021 01 0 0 005 3 0,1060,14.5
51278,6492 021 02 0 0 001 3 0,2665,13
51279,6492 021 02 0 0 001 3 0,2665,0
51280,6492 021 02 0 0 001 3 0,2665,14.50
51281,6492 021 02 0 0 001 3 0,2665,14.5
51282,6492 021 02 0 0 001 3 0,2465,14.5
51283,6492 021 02 0 0 001 3 0,2635.00,14.5
51284,6492 021 02 0 0 001 5 0,2840,20
51285,6492 021 02 0 0 002 3 0,3155,14.5
51286,6492 021 02 0 0 002 3 0,3375.00,14.5
51287,6492 021 02 0 0 002 5 0,1774,15
51288,6492 021 02 0 0 003 3 0,6185,14.5
51289,6492 021 02 0 0 004 5 0,1774,15
51290,6492 021 02 0 0 005 3 0,3440.00,14.5
51291,6492 021 03 0 0 001 3 0,1320,13
51292,6492 021 03 0 0 001 3 0,1320,14.5
51293,6492 021 03 0 0 001 3 0,1410,14.5
51294,6492 021 03 0 0 001 4 0,1320,14.5
51295,6492 021 04 0 0 001 4 0,46,22
51296,6492 021 04 0 0 001 4 0,46.00,22
51297,6492 021 04 0 0 001 4 0,123,20
51298,6492 021 06 0 0 001 3 0,3625,14.50
51299,6492 022 04 0 0 001 0 0,1460,0
51300,6492 023 00 0 0 001 7 0,1000,20
51301,6492 023 01 0 0 006 1 0,190,0
51302,6492 024 00 0 0 001 1 0,394.30,10
51303,6492 024 00 0 0 001 1 0,401.67,10
51304,6492 024 00 0 0 001 3 0,17975,10.00
51305,6492 024 00 0 0 001 3 0,17975,10
51306,6492 024 00 0 0 001 7 0,1396,0
51307,6492 024 00 0 0 001 7 0,1396,20
51308,6492 024 00 0 0 002 1 0,807.68,10
51309,6492 024 00 0 0 002 3 0,1200,13
51310,6492 024 00 0 0 003 3 0,43260,14.5
51311,6492 024 00 0 0 003 4 0,2418,22
51312,6492 024 00 0 0 003 5 0,1803,10
51313,6492 024 00 0 0 003 7 0,2738,16
51314,6492 024 00 0 0 003 7 0,1890.00,20
51315,6492 024 00 0 0 004 1 0,2619.50,6
51316,6492 024 00 0 0 004 3 0,37690,14.5
51317,6492 024 00 0 0 005 1 0,3215,6
51318,6492 024 00 0 0 005 3 0,28425,14.5
51319,6492 024 00 0 0 006 1 0,4405,6
51320,6492 024 00 0 0 006 3 0,51680,14.5
51321,6492 024 00 0 0 007 1 0,5596,6
51322,6492 024 00 0 0 007 3 0,34015,14.5
51323,6492 024 00 0 0 008 1 0,6191.50,6
51324,6492 024 00 0 0 008 3 0,600,14.5
51325,6492 024 00 0 0 009 1 0,7382.50,6
51326,6492 024 00 0 0 009 3 0,525.00,14.5
51327,6492 024 00 0 0 010 3 0,1440,14.5
51328,6492 024 00 0 0 010 4 0,1442,22
51329,6492 024 00 0 0 011 3 0,1925,14.5
51330,6492 024 00 0 0 011 4 0,1915,22
51331,6492 024 00 0 0 012 7 0,2009,16
51332,6492 024 00 0 0 012 7 0,1266,20
51333,6492 024 00 0 0 013 7 0,2254,16
51334,6492 024 00 0 0 013 7 0,1507.00,20
51335,6492 024 00 0 0 014 7 0,2465,16
51336,6492 024 00 0 0 015 7 0,2990,16
51337,6492 024 00 0 0 015 7 0,2990,20
51338,6492 024 00 0 0 015 7 0,2990.00,20
51339,6492 024 00 0 0 016 7 0,1840,16
51340,6492 024 00 0 0 016 7 0,899,20
51341,6492 024 00 0 0 016 7 0,900.00,20
51342,6492 024 00 0 0 017 7 0,2009,16
51343,6492 024 00 0 0 017 7 0,1123,20
51344,6492 024 00 0 0 018 7 0,754,20
51345,6492 024 01 0 0 001 1 0,366.50,6
51346,6492 024 01 0 0 001 3 0,150,13
51347,6492 024 01 0 0 001 3 0,150,14.50
51348,6492 024 01 0 0 002 1 0,366.50,6
51349,6492 025 00 0 0 001 0 0,903,0
51350,6492 025 00 0 0 001 1 0,810,0
51351,6492 025 00 0 0 001 2 0,840,15.00
51352,6492 025 00 0 0 002 4 0,903,15
51353,6492 025 00 0 0 002 4 0,768,0
51354,6492 025 00 0 0 003 4 0,903,15
51355,6492 025 00 0 0 003 4 0,768,0
51356,6492 025 00 0 0 003 4 0,767,0
51357,6492 025 00 0 0 003 4 0,840,22
51358,6492 025 00 0 0 004 3 0,1825,10.00
51359,6492 025 00 0 0 004 4 0,903,15
51360,6492 025 00 0 0 004 4 0,768,0
51361,6492 025 00 0 0 005 3 0,2465,10.00
51362,6492 025 00 0 0 005 4 0,903,0
51363,6492 025 00 0 0 006 3 0,3695,10
51364,6492 025 00 0 0 006 3 0,3695,13
51365,6492 025 00 0 0 006 3 0,1945,13
51366,6492 025 00 0 0 006 3 0,1945,14.50
51367,6492 025 00 0 0 006 3 0,1945,14.5
51368,6492 025 00 0 0 006 3 0,1945,0
51369,6492 025 00 0 0 006 3 0,2080,14.5
51370,6492 025 00 0 0 006 3 0,3214.65,0
51371,6492 025 00 0 0 006 3 0,3695,14.5
51372,6492 025 00 0 0 006 3 0,3695.00,14.5
51373,6492 025 00 0 0 006 3 0,2080.00,14.5
51374,6492 025 00 0 0 006 3 0,1778.40,0
51375,6492 025 00 0 0 006 4 0,903,15
51376,6492 025 00 0 0 006 4 0,1100,15
51377,6492 025 00 0 0 007 3 0,768,0
51378,6492 025 00 0 0 008 3 0,970,13
51379,6492 025 00 0 0 008 3 0,970,14.50
51380,6492 025 00 0 0 008 3 0,970,14.5
51381,6492 025 00 0 0 008 4 0,980,15
51382,6492 025 00 0 0 009 3 0,970,13
51383,6492 025 00 0 0 009 3 0,970,14.5
51384,6492 025 00 0 0 009 3 0,970,14.50
51385,6492 025 00 0 0 010 3 0,2040,13
51386,6492 025 00 0 0 010 3 0,2040,14.50
51387,6492 025 00 0 0 010 4 0,805,15
51388,6492 025 00 0 0 010 4 0,684,0
51389,6492 025 00 0 0 011 3 0,1020,14.5
51390,6492 025 00 0 0 011 3 0,1020.00,14.5
51391,6492 025 00 0 0 012 3 0,1825,13
51392,6492 025 00 0 0 014 3 0,970,14.5
51393,6492 025 00 0 0 016 3 0,1020,14.5
51394,6492 025 00 0 0 016 3 0,1020.00,14.5
51395,6492 025 00 0 0 017 3 0,3290,14.5
51396,6492 025 01 0 0 001 4 0,980,15
51397,6492 025 03 2 0 007 3 0,1270,14.5
51398,6492 025 03 2 0 007 3 0,1085.85,0
51399,6492 025 03 2 0 008 3 0,1270,14.5
51400,6492 025 03 2 0 009 3 0,990,13
51401,6492 025 03 2 0 009 3 0,990,14.5
51402,6492 025 03 2 0 009 3 0,990,14.50
51403,6492 025 03 2 0 009 3 0,846.45,0
51404,6492 025 03 2 0 009 3 0,846.45,14.5
51405,6492 025 03 2 0 009 3 0,1040,14.5
51406,6492 025 03 2 0 009 3 0,889.20,0
51407,6492 025 03 2 0 009 3 0,1040.00,14.5
51408,6492 025 05 3 0 008 3 0,2625,13
51409,6492 025 06 0 0 001 3 0,2465,14.5
51410,6492 025 06 0 0 001 3 0,6005,14.5
51411,6492 025 06 0 0 002 3 0,2465,14.5
51412,6492 025 06 0 0 002 3 0,6005,14.5
51413,6492 025 06 0 0 003 3 0,6005,14.5
51414,6492 025 06 0 0 004 3 0,3005,14.5
51415,6492 025 06 0 0 005 3 0,3005,14.5
51416,6492 025 06 0 0 006 3 0,1020,14.5
51417,6492 025 06 0 0 007 3 0,1245,14.5
51418,6492 025 06 0 0 008 3 0,1020,14.5
51419,6492 025 06 0 0 009 3 0,1245,14.5
51420,6492 025 06 0 0 010 3 0,1020,14.5
51421,6492 025 06 0 0 011 3 0,1020,14.5
51422,6492 025 06 0 0 012 3 0,1020,14.5
51423,6492 025 06 0 0 012 3 0,1020.00,14.5
51424,6492 025 07 0 0 001 3 0,1185,14.5
51425,6492 025 07 0 0 002 3 0,1185,14.5
51426,6492 025 10 1 0 001 0 0,1700,0
51427,6492 025 11 0 0 001 3 0,1135,14.5
51428,6492 026 00 0 0 006 1 0,110,6
51429,6492 026 00 0 0 006 2 0,137,15
51430,6492 026 00 0 0 006 3 0,138,14.50
51431,6492 026 00 0 0 006 3 0,138,14.5
51432,6492 026 00 0 0 006 3 0,145,14.5
51433,6492 026 00 0 0 010 2 0,99,15
51434,6492 026 00 0 0 010 2 0,189,15
51435,6492 026 00 0 0 010 2 0,198,15
51436,6492 026 00 0 0 010 3 0,220,13
51437,6492 026 00 0 0 010 3 0,220,14.50
51438,6492 026 00 0 0 010 3 0,220,14.5
51439,6492 026 00 0 0 010 3 0,231,14.5
51440,6492 026 00 0 0 012 2 0,198,15
51441,6492 026 00 0 0 012 3 0,252,13
51442,6492 026 00 0 0 016 3 0,625,13
51443,6492 026 02 0 0 001 3 0,237,14.5
51444,6492 026 02 0 0 002 3 0,354,14.5
51445,6492 026 02 0 0 002 3 0,380,14.5
51446,6492 026 02 0 0 002 3 0,324.90,0
51447,6492 026 02 0 0 003 3 0,410,14.5
51448,6492 027 01 3 0 004 1 0,680,0
51449,6492 027 01 5 0 004 1 0,79,6
51450,6492 027 01 5 0 005 1 0,89.12,10
51451,6492 027 01 5 0 006 1 0,610,0
51452,6492 027 01 5 0 006 1 0,80.00,6
51453,6492 027 01 5 0 006 1 0,80,6
51454,6492 028 00 0 0 001 1 0,2465,0
51455,6492 028 00 0 0 002 1 0,2860,0
51456,6492 028 01 0 0 001 7 0,6729,20
51457,6492 028 01 0 0 001 7 0,10130,20
51458,6492 028 01 0 0 001 7 0,10135,20
51459,6492 029 00 0 0 001 0 0,68,0
51460,6492 029 00 0 0 002 0 0,0,0
51461,6492 029 00 0 0 002 0 0,10,0
51462,6492 029 00 0 0 004 0 0,29,15
51463,6492 029 00 0 0 004 0 0,16,0
51464,6492 029 00 0 0 005 0 0,30,0
51465,6492 029 00 0 0 006 2 0,12,15
51466,6492 029 00 0 0 007 0 0,105,0
51467,6492 030 00 0 0 001 0 0,60,0
51468,6492 030 00 0 0 001 0 0,41,15
51469,6492 030 00 0 0 001 1 0,4812,0.00
51470,6492 030 00 0 0 001 1 0,4474.96,0.00
51471,6492 030 00 0 0 001 2 0,28,0
51472,6492 030 00 0 0 001 4 0,37,15
51473,6492 030 00 0 0 002 0 0,75,0
51474,6492 030 00 0 0 002 0 0,16.50,0
51475,6492 030 00 0 0 002 1 0,78,0.00
51476,6492 030 00 0 0 002 4 0,38,15
51477,6492 030 00 0 0 003 0 0,24,0
51478,6492 030 00 0 0 003 1 0,49,0.00
51479,6492 030 00 0 0 003 4 0,85,15
51480,6492 030 00 0 0 003 4 0,44,0
51481,6492 030 00 0 0 004 0 0,20,0
51482,6492 030 00 0 0 004 1 0,32,0.00
51483,6492 030 00 0 0 005 1 0,110,0.00
51484,6492 030 00 0 0 006 1 0,44,0.00
51485,6492 030 00 0 0 006 1 0,44,15.00
51486,6492 030 00 0 0 006 1 0,43,0
51487,6492 030 00 0 0 006 1 0,34,0
51488,6492 030 00 0 0 007 1 0,61,0.00
51489,6492 030 00 0 0 007 1 0,61,15.00
51490,6492 030 00 0 0 007 1 0,47,0
51491,6492 030 00 0 0 007 1 0,47,6
51492,6492 030 00 0 0 007 1 0,65,10
51493,6492 030 00 0 0 007 1 0,61,10
51494,6492 030 00 0 0 008 1 0,72.30,0.00
51495,6492 030 00 0 0 009 0 0,22,15.00
51496,6492 030 00 0 0 009 0 0,22,15
51497,6492 030 00 0 0 010 0 0,22,0
51498,6492 030 00 0 0 011 0 0,75,0
51499,6492 030 00 0 0 011 1 0,31,5
51500,6492 030 01 0 0 001 1 0,274,0
51501,6492 030 01 0 0 001 1 0,236,0
51502,6492 030 01 0 0 001 1 0,282.00,0
51503,6492 030 01 0 0 001 1 0,282,0
51504,6492 030 01 0 0 001 7 0,89,20
51505,6492 030 01 0 0 001 7 0,71.20,0
51506,6492 030 01 0 0 002 1 0,42,0
51507,6492 030 01 0 0 004 1 0,58,0
51508,6492 030 03 0 0 004 1 0,34,0
51509,6492 030 03 0 0 004 1 0,34,6
51510,6492 030 03 0 0 004 1 0,46,10
51511,6492 030 03 0 0 008 1 0,33,10
51512,6492 030 04 0 0 001 0 0,68,0
51513,6492 030 04 0 0 001 1 0,101,0
51514,6492 030 04 0 0 001 1 0,88.00,0
51515,6492 030 04 0 0 001 1 0,111,0
51516,6492 030 04 0 0 001 1 0,111,10
51517,6492 030 04 0 0 001 1 0,103.98,10
51518,6492 030 04 0 0 001 1 0,105.92,10
51519,6492 030 04 0 0 001 4 0,119,15
51520,6492 030 04 0 0 002 0 0,25,0
51521,6492 030 05 0 0 001 4 0,56,15
51522,6492 030 06 0 0 001 7 0,325,16
51523,6492 030 06 0 0 001 8 0,53,0
51524,6492 030 06 0 0 002 7 0,470,16
51525,6492 030 07 0 0 014 8 0,25,0
51526,6492 031 01 0 0 008 1 0,460,0
51527,6492 031 02 0 0 006 7 0,124,20
51528,6492 031 03 0 0 010 1 0,182,0
51529,6492 032 00 0 0 001 1 0,62,0.00
51530,6492 032 00 0 0 002 1 0,114,10
51531,6492 032 00 0 0 002 1 0,98,0
51532,6492 032 00 0 0 003 1 0,786,10
51533,6492 033 00 0 0 001 1 0,439,6
51534,6492 033 00 0 0 001 1 0,637.00,0
51535,6492 033 00 0 0 001 1 0,637.00,10
51536,6492 033 00 0 0 001 1 0,637.00,5
51537,6492 033 00 0 0 001 8 0,950,15
51538,6492 033 00 0 0 002 1 0,2367,0
51539,6492 033 00 0 0 002 3 0,2570,13
51540,6492 033 00 0 0 002 3 0,2570,14.50
51541,6492 033 00 0 0 002 3 0,2570,14.5
51542,6492 033 00 0 0 002 3 0,2750,14.5
51543,6492 033 00 0 0 002 3 0,2197.35,14.5
51544,6492 033 00 0 0 003 1 0,2240,0
51545,6492 033 00 0 0 003 1 0,1221.82,10
51546,6492 033 00 0 0 003 3 0,2025,13
51547,6492 033 00 0 0 004 1 0,742,0
51548,6492 033 00 0 0 004 3 0,1045,13
51549,6492 033 00 0 0 004 3 0,1045,14.50
51550,6492 033 00 0 0 004 3 0,1045,14.5
51551,6492 033 00 0 0 005 3 0,810,13
51552,6492 033 00 0 0 005 3 0,810,0
51553,6492 033 00 0 0 006 3 0,950,13
51554,6492 033 01 0 0 001 7 0,2120,10
51555,6492 033 01 0 0 002 7 0,2160,10
51556,6492 033 01 0 0 003 7 0,920,10
51557,6492 033 01 0 0 004 7 0,6292.00,25
51558,6492 033 01 0 0 004 7 0,6292,25
51559,6492 033 01 0 0 005 7 0,15012.00,25
51560,6492 033 01 0 0 006 7 0,5631.91,25
51561,6492 033 01 0 0 007 7 0,8652.00,25
51562,6492 033 01 0 0 008 7 0,1399.02,25
51563,6492 033 01 0 0 009 7 0,2770.88,25
51564,6492 033 01 0 0 010 7 0,16980.0,25
51565,6492 033 01 0 0 011 7 0,50880.0,25
51566,6492 033 01 0 0 012 7 0,1013.76,25
51567,6492 033 01 0 0 013 7 0,1420.02,25
51568,6492 033 01 0 0 015 7 0,32640.0,25
51569,6492 033 01 0 0 016 7 0,553.00,25
51570,6492 033 03 0 0 001 1 0,1046,0
51571,6492 033 04 0 0 001 8 0,22000,0
51572,6492 033 05 0 0 001 7 0,1900,15
51573,6492 033 06 0 0 001 7 0,1200,0
51574,6492 033 06 0 0 001 7 0,1200.00,0
51575,6492 033 06 0 0 001 7 0,1200.00,25
51576,6492 034 00 0 0 003 1 0,1260,0
51577,6492 035 00 0 0 001 1 0,2011,0
51578,6492 035 00 0 0 001 1 0,1831,0
51579,6492 035 00 0 0 001 1 0,1831,6
51580,6492 035 00 0 0 001 1 0,2313,0
51581,6492 035 00 0 0 001 1 0,2256.14,10
51582,6492 035 00 0 0 002 1 0,2512,0
51583,6492 035 00 0 0 003 3 0,2860,10
51584,6492 035 00 0 0 004 1 0,3762.50,6
51585,6492 035 00 0 0 005 3 0,1170,14.50
51586,6492 035 00 0 0 006 3 0,1475,14.5
51587,6492 035 00 0 0 006 3 0,1775,0
51588,6492 035 00 0 0 006 3 0,1475.00,14.5
51589,6492 036 00 0 0 001 0 0,2890,0
51590,6492 036 00 0 0 001 1 0,3020,0
51591,6492 036 00 0 0 002 1 0,3212,0
51592,6492 036 01 0 0 078 7 0,1577.20,20
51593,6492 036 01 0 0 078 7 0,1577,20
51594,6492 036 01 0 0 100 1 0,1176.50,6
51595,6492 037 00 0 0 063 4 0,2140,0
51596,6492 038 00 0 0 001 3 0,3320,10
51597,6492 038 00 0 0 001 3 0,3320,13
51598,6492 038 00 0 0 001 3 0,3125.00,13
51599,6492 038 00 0 0 001 3 0,3320,14.50
51600,6492 038 00 0 0 001 3 0,3320,14.5
51601,6492 038 00 0 0 001 3 0,3485,14.5
51602,6492 038 00 0 0 002 3 0,7450,10
51603,6492 038 00 0 0 002 3 0,7450,13
51604,6492 038 00 0 0 003 3 0,9875,10
51605,6492 038 00 0 0 003 3 0,9875,13
51606,6492 038 00 0 0 003 3 0,9400,13
51607,6492 038 00 0 0 003 3 0,9875,14.50
51608,6492 038 00 0 0 003 3 0,9875,14.5
51609,6492 038 00 0 0 003 3 0,9875.00,14.5
51610,6492 038 00 0 0 004 4 0,23380,14.5
51611,6492 038 00 0 0 005 7 0,754,20
51612,6492 038 00 0 0 005 7 0,2060,0
51613,6492 038 00 0 0 005 7 0,603.20,0
51614,6492 038 00 0 0 005 7 0,2058.00,20
51615,6492 038 01 0 0 001 5 0,1774,15.00
51616,6492 038 14 0 0 001 3 0,4130,13
51617,6492 039 00 0 0 001 0 0,146,0
51618,6492 039 00 0 0 002 0 0,130,0
51619,6492 039 00 0 0 003 0 0,380,0
51620,6492 039 00 0 0 004 0 0,120,15
51621,6492 039 00 0 0 006 0 0,1230,0
51622,6492 039 01 0 0 001 9 0,130,0
51623,6492 039 01 0 0 001 9 0,135,0
51624,6492 039 01 0 0 002 9 0,108,0
51625,6492 039 01 0 0 002 9 0,160,0
51626,6492 039 02 0 0 001 9 0,120,0
51627,6492 039 02 0 0 001 9 0,170,0
51628,6492 039 02 0 0 001 9 0,160,0
51629,6492 039 03 0 0 001 1 0,1284,6
51630,6492 040 00 0 0 002 4 0,1750,15
51631,6492 040 00 0 0 002 4 0,1792,15
51632,6492 040 00 0 0 003 4 0,1704,15
51633,6492 040 00 0 0 004 4 0,1010,15
51634,6492 040 00 0 0 004 4 0,1009,20
51635,6492 040 00 0 0 004 4 0,1009,18
51636,6492 040 00 0 0 005 4 0,1318,15
51637,6492 040 00 0 0 006 4 0,1009,15
51638,6492 040 00 0 0 006 4 0,857,0
51639,6492 040 00 0 0 006 4 0,1009,22
51640,6492 040 00 0 0 006 4 0,1009,18
51641,6492 040 01 0 0 001 1 0,4682.74,10
51642,6492 040 01 0 0 001 3 0,1505,13
51643,6492 040 01 0 0 001 4 0,1401,15
51644,6492 040 01 0 0 001 7 0,2490,20
51645,6492 040 01 0 0 001 7 0,2490,0
51646,6492 040 01 0 0 002 1 0,1961,0
51647,6492 040 01 0 0 003 1 0,2278.30,10
51648,6492 040 01 0 0 003 1 0,2320.86,10
51649,6492 040 01 0 0 003 4 0,1385,15
51650,6492 040 01 0 0 003 4 0,1385,20
51651,6492 040 01 0 0 004 1 0,6025,0
51652,6492 040 01 0 0 005 3 0,1580,14.5
51653,6492 040 01 0 0 005 3 0,1690,14.5
51654,6492 040 01 0 0 006 1 0,576,6
51655,6492 040 01 0 0 007 1 0,2572,0
51656,6492 040 01 0 0 009 1 0,2938,0
51657,6492 040 01 0 0 010 1 0,1769,0
51658,6492 040 01 0 0 011 1 0,3960.00,10
51659,6492 040 01 0 0 011 1 0,5130.18,10
51660,6492 040 03 0 0 001 1 0,1552,0
51661,6492 040 03 0 0 001 1 0,1413,6
51662,6492 040 03 0 0 001 1 0,1601,0
51663,6492 040 03 0 0 001 1 0,1648,10
51664,6492 040 04 0 0 001 0 0,170,15
51665,6492 040 04 0 0 001 1 0,1523,0
51666,6492 040 04 0 0 001 1 0,1575.50,10
51667,6492 040 04 0 0 002 1 0,1523,0
51668,6492 040 04 0 0 002 1 0,1212,6
51669,6492 040 04 0 0 003 1 0,2317.00,0
51670,6492 040 04 0 0 003 1 0,2317.00,10
51671,6492 040 04 0 0 004 1 0,1341,0
51672,6492 040 04 0 0 004 1 0,1221,0
51673,6492 040 04 0 0 004 1 0,1221,6
51674,6492 040 04 0 0 005 1 0,1786,0
51675,6492 040 04 0 0 005 1 0,2158,0
51676,6492 040 04 0 0 005 1 0,2085.12,10
51677,6492 040 04 0 0 005 3 0,3485,13
51678,6492 040 04 0 0 005 3 0,3485,14.5
51679,6492 040 04 0 0 006 1 0,1221,0
51680,6492 040 04 0 0 006 3 0,2015,13
51681,6492 040 04 0 0 007 3 0,2015,13
51682,6492 040 04 0 0 007 3 0,2015,14.5
51683,6492 040 04 0 0 007 3 0,2155,14.5
51684,6492 040 04 0 0 008 3 0,1775,14.5
51685,6492 040 04 0 0 009 3 0,490,14.5
51686,6492 040 04 0 0 009 3 0,66,14.5
51687,6492 040 04 0 0 010 3 0,850,14.5
51688,6492 040 04 0 0 010 3 0,80,14.5
51689,6492 040 04 0 0 011 3 0,67,14.5
51690,6492 040 04 0 0 012 3 0,90,7.5
51691,6492 040 05 0 0 001 0 0,39.00,0
51692,6492 040 05 0 0 002 0 0,26.00,0
51693,6492 040 05 0 0 003 0 0,58.00,0
51694,6492 040 05 0 0 005 0 0,84.00,0
51695,6492 041 08 0 0 005 0 0,2500,0
51696,6492 041 08 0 0 007 0 0,2700,0
51697,6492 041 08 0 0 020 0 0,8500,0
51698,6492 041 10 0 0 016 0 0,5000,0
51699,6492 041 12 0 0 016 0 0,6150,0
51700,6492 042 00 0 0 001 3 0,3765,14.5
51701,6492 042 00 0 0 001 3 0,4030,14.5
51702,6492 042 00 0 0 002 3 0,1945,14.5
51703,6492 042 00 0 0 002 3 0,2080,14.5
51704,6492 042 00 0 0 002 3 0,2080.00,14.5
51705,6492 042 00 0 0 003 1 0,4615,6
51706,6492 042 00 0 0 004 1 0,3372,6
51707,6492 043 00 0 0 018 4 0,171,22
51708,6492 043 00 0 0 018 7 0,0,16
51709,6492 043 00 0 0 018 7 0,540,16
51710,6492 043 00 0 0 018 7 0,158,20
51711,6492 043 00 0 0 018 7 0,126.40,0
51712,6492 043 00 0 0 018 7 0,350.00,20
51713,6492 043 00 0 0 018 8 0,620,0
51714,6492 043 10 0 0 046 3 0,655,13
51715,6492 044 01 0 0 001 0 0,290,0
51716,6492 044 14 0 0 001 3 0,610,13
51717,6492 045 00 0 0 001 0 0,47,15
51718,6492 045 00 0 0 001 0 0,46,15
51719,6492 045 00 0 0 001 0 0,25,0
51720,6492 045 01 0 0 001 0 0,55,0
51721,6492 045 01 0 0 001 0 0,0,0
51722,6492 045 01 0 0 001 0 0,86,0
51723,6492 045 01 0 0 001 0 0,24,0
51724,6492 045 01 0 0 002 0 0,26,0
51725,6492 045 01 0 0 002 0 0,26.00,0
51726,6492 045 01 0 0 002 0 0,86.00,0
51727,6492 045 01 0 0 003 0 0,86,0
51728,6492 045 01 0 0 003 0 0,0,0
51729,6492 045 01 0 0 003 0 0,26,0
51730,6492 046 00 0 0 012 0 0,4.25,0
51731,6492 046 00 0 0 038 0 0,4.25,0
51732,6492 046 01 0 0 012 9 0,42,0
51733,6492 046 01 0 0 012 9 0,0,0
51734,6492 046 01 0 0 038 9 0,42,0
51735,6492 046 01 0 0 038 9 0,0,0
51736,6492 046 01 0 0 038 9 0,42.00,0
51737,6492 046 01 0 0 038 9 0,44,0
51738,6492 047 00 0 0 001 0 0,12000,10
51739,6492 047 00 0 0 001 0 0,12800,10
51740,6492 047 00 0 0 001 0 0,12800,12
51741,6492 047 00 0 0 001 0 0,11264,0
51742,6492 047 00 0 0 001 0 0,13172,0
51743,6492 047 00 0 0 001 0 0,13500,10
51744,6492 048 00 0 0 001 1 0,1599,6
51745,6492 048 01 0 0 001 1 0,1411,6
51746,6492 048 01 0 0 002 1 0,1624,6
51747,6492 048 01 0 0 003 1 0,4615,6
51748,6492 048 01 0 0 003 3 0,1840,14.5
51749,6492 048 03 2 0 001 3 0,3360,13
51750,6492 048 04 2 0 001 3 0,3360,13
51751,6492 049 10 1 0 001 0 0,36,15
51752,6492 049 10 1 0 001 0 0,38,15
51753,6492 049 10 1 0 001 0 0,43,0
51754,6492 049 10 1 0 001 0 0,40.95,0
51755,6492 049 10 2 0 001 0 0,36,15
51756,6492 049 10 2 0 001 0 0,38,15
51757,6492 049 12 3 0 001 0 0,48,15
51758,6492 049 12 3 0 001 0 0,50,15
51759,6492 049 12 3 0 001 0 0,57,0
51760,6492 049 12 3 0 001 0 0,54.28,0
51761,6492 049 12 4 0 001 0 0,48,15
51762,6492 049 12 4 0 001 0 0,50,15
51763,6492 049 25 0 0 032 0 0,85,0
51764,6492 049 25 0 0 032 0 0,67,0
51765,6492 049 25 0 0 032 0 0,0,0
51766,6492 049 25 0 0 032 0 0,81,0
51767,6492 049 25 0 0 032 0 0,68,0
51768,6492 049 25 0 0 032 0 0,67.00,0
51769,6492 049 25 0 0 032 0 0,90.00,0
51770,6492 049 25 0 0 032 0 0,31,0
51771,6492 049 25 0 0 032 0 0,31.00,0
51772,6492 050 00 0 0 001 0 0,70000,0
51773,6492 051 00 0 0 001 0 0,1900,0
51774,6492 051 00 0 0 001 0 0,2600,0
51775,6492 052 14 0 0 001 3 0,2000,13
51776,6492 052 14 0 0 002 3 0,45850,14.5
51777,6492 053 00 0 0 001 3 0,600,13
51778,6492 053 00 0 0 004 1 0,318,6
51779,6492 053 00 0 0 004 1 0,466.00,0
51780,6492 053 00 0 0 004 1 0,466.00,10
51781,6492 053 00 0 0 004 1 0,466.00,5
51782,6492 053 00 0 0 004 3 0,45,14.5
51783,6492 053 00 0 0 005 0 0,132,12.5
51784,6492 054 00 0 0 001 3 0,6700,13
51785,6492 054 00 0 0 001 3 0,7040,14.5
51786,6492 054 00 0 0 002 3 0,9625.00,14.5
51787,6492 055 08 0 0 012 1 0,1800,0
51788,6492 056 00 0 0 014 0 0,102,0
51789,6492 057 06 0 0 012 0 0,552,10
51790,6492 057 08 0 0 012 0 0,1275,25
51791,6492 058 00 0 0 001 4 0,645,22
51792,6492 058 00 0 0 001 7 0,105,20
51793,6492 058 00 0 0 001 7 0,125,20
51794,6492 058 00 0 0 002 1 0,1027,0
51795,6492 058 00 0 0 002 1 0,1027,10
51796,6492 058 00 0 0 002 1 0,963.50,0
51797,6492 058 00 0 0 002 1 0,1058,10
51798,6492 058 00 0 0 002 1 0,1058,5
51799,6492 058 00 0 0 002 7 0,105,20
51800,6492 058 00 0 0 002 7 0,103.00,20
51801,6492 058 00 0 0 003 1 0,3539,0
51802,6492 058 00 0 0 003 1 0,3539,10
51803,6492 058 00 0 0 003 7 0,105,20
51804,6492 058 00 0 0 004 1 0,2858,0
51805,6492 058 00 0 0 004 1 0,2858,10
51806,6492 058 00 0 0 004 7 0,105,20
51807,6492 058 00 0 0 005 7 0,154,20
51808,6492 058 00 0 0 006 7 0,150,20
51809,6492 058 00 0 0 007 7 0,58,20
51810,6492 058 01 0 0 002 1 0,663,0
51811,6492 058 01 0 0 003 1 0,802,0
51812,6492 059 00 0 0 001 4 0,325,22
51813,6492 059 00 0 0 001 4 0,325.00,22
51814,6492 059 00 0 0 001 4 0,325,20
51815,6492 059 00 0 0 002 4 0,2864,0
51816,6492 059 00 0 0 002 7 0,587,22
