No,DCNo,ItemCode,Description,HSN,Quantity,Rate,Amount,UOM
5550,3144,,FR UNIT,,5,1.0,5.0,NOS
5551,3144,,PNUMATIC TUBE DAI 10MM,,100,1.0,100.0,MTR
5552,3144,,FR DIGITAL MITER,,5,1.0,5.0,NOS
5553,3144,,SENCER MOUNTING BKT,,42,1.0,42.0,NOS
5554,3144,,Y CONECTOR,,12,1.0,12.0,NOS
5555,3144,,JACKING PAD,,20,1.0,20.0,NOS
5556,3144,,CURTEN SENCER,,5,1.0,5.0,NOS
5557,3145,,SILICON SLEEV,0,100,1.0,100.0,MTR
5558,3145,,PG 21 GLAND,,1,1.0,1.0,NOS
5559,3145,,HAND DRILL MACHINE (BOSCH MAKE),,1,1.0,1.0,NOS
5560,3145,,GREEN LAMP,,10,1.0,10.0,NOS
5561,3145,,LUG 0.5 MM,,1500,1.0,1500.0,NOS
5562,3145,,HARTING CONNECTER,,6,1.0,6.0,NOS
5563,3145,,HMI,,4,1.0,4.0,NOS
5564,3145,,INSULATION TAP,,8,1.0,8.0,NOS
5565,3145,,MASKING TAP,,4,1.0,4.0,NOS
5566,3145,,POINT MARKER,,2,1.0,2.0,NOS
5567,3145,,LOCK,,1,1.0,1.0,NOS
5568,3145,,CABLE TAI,,5,1.0,5.0,SET
5569,3145,,2.5 LUG,,20,1.0,20.0,NOS
5570,3145,,CRIMPER,,1,1.0,1.0,NOS
5571,3145,,TESTER,,1,1.0,1.0,NOS
5572,3146,1010-05-01,,0,1,1.0,1.0,NOS
5573,3146,1010-03-05,,,1,1.0,1.0,NOS
5574,3146,1010-03-06,,,1,1.0,1.0,NOS
5575,3146,1010-01-01,,,1,1.0,1.0,NOS
5576,3146,1010-02-03,,,1,1.0,1.0,NOS
5577,3146,1010-06-02,,,1,1.0,1.0,NOS
5578,3146,1010-04-03,,,1,1.0,1.0,NOS
5579,3146,1010-03-03,,,1,1.0,1.0,NOS
5580,3146,1010-04-01,,,1,1.0,1.0,NOS
5581,3146,1010-05-02,,,1,1.0,1.0,NOS
5582,3146,1010-01-04,,,1,1.0,1.0,NOS
5583,3146,1010-02-04,,,1,1.0,1.0,NOS
5584,3146,1010-03-01,,,1,1.0,1.0,NOS
5585,3146,1010-01-03,,,1,1.0,1.0,NOS
5586,3146,1010-04-02,,,1,1.0,1.0,NOS
5587,3146,1010-01-02,,,1,1.0,1.0,NOS
5588,3146,1010-02-01,,,1,1.0,1.0,NOS
5589,3146,1010-01-17,,,1,1.0,1.0,NOS
5590,3146,1010-03-02,,,1,1.0,1.0,NOS
5591,3146,1010-03-04,,,1,1.0,1.0,NOS
5592,3146,1010-06-01,,,1,1.0,1.0,NOS
5593,3146,1010-02-02,,,1,1.0,1.0,NOS
5594,3147,1010-05-14,,0,2,1.0,2.0,NOS
5595,3147,1010-05-10,,,1,1.0,1.0,NOS
5596,3147,1010-06-04,,,1,1.0,1.0,NOS
5597,3147,1010-04-04,,,1,1.0,1.0,NOS
5598,3147,1010-03-06,,,1,1.0,1.0,NOS
5599,3147,1010-03-06,,,1,1.0,1.0,NOS
5600,3147,00960-07-03,,,2,1.0,2.0,NOS
5601,3148,,MS FLAT (32 X 16 MM ),0,40,1.0,40.0,NOS
5602,3149,,SENCER BKT,0,32,1.0,32.0,NOS
5603,3149,,STUD,,10,1.0,10.0,NOS
5604,3149,,U BKT,,110,1.0,110.0,NOS
5605,3149,,FERUL TAP (YELLOW),,2,1.0,2.0,NOS
5606,3149,,NUT M4,,40,1.0,40.0,NOS
5607,3149,,N BLOCK,,6,1.0,6.0,NOS
5608,3149,,HAND DRILL MACHINE (BOSCH MAKE),,1,1.0,1.0,NOS
5609,3149,,PUSH BUTTON,,10,1.0,10.0,NOS
5610,3149,,SERVICE SOCKET WITH CABLE ,,1,1.0,1.0,NOS
5611,3149,,HOLE SOW CUTTER 50MM,,1,1.0,1.0,NOS
5612,3149,,DUK 25 X 25,,8,1.0,8.0,NOS
5613,3149,,CONDUTE PIPE 8 MM,,10,1.0,10.0,MTR
5614,3149,,DROWING FILE ,,2,1.0,2.0,NOS
5615,3149,,TAPING OIL,,1,1.0,1.0,NOS
5616,3150,,"WHEEL ASSEMBLY SPACER OD 65,ID50",0,60,1.0,60.0,NOS
5618,3151,,	WHEEL SPACER OD 140 ID 67 THI12,,10,1.0,10.0,NOS
5619,3152,,SS SHEET ,0,2,1.0,2.0,NOS
5620,3153,,PLATE 300 MM L X 150 MM W X 16 MM THK,0,1,1.0,1.0,NOS
5621,3153,,PLATE 300 MM L X 250 MM W X 16 MM THK,,1,1.0,1.0,NOS
5622,3153,,PLATE 300 MM L X 150 MM W X 25 MM THK,,1,1.0,1.0,NOS
5623,3154,1010-05-01,,0,1,1.0,1.0,NOS
5624,3155,,CABLE 1 SQ MM RED,0,100,1.0,100.0,MTR
5625,3155,,CABLE 1 SQ MM BLUE,,100,1.0,100.0,MTR
5626,3155,,CABLE 1 SQ MM YELLOW,,100,1.0,100.0,MTR
5627,3155,,PG 21 GLAND,,8,1.0,8.0,MTR
5628,3155,,CONDUTE PIPE 16.5 MM,,60,1.0,60.0,MTR
5629,3155,,DRILL 3.2 MM,,1,1.0,1.0,NOS
5630,3155,,DRILL 4.2 MM,,1,1.0,1.0,NOS
5631,3155,,POLICAB CABLE 0.5 MM WHITE,,100,1.0,100.0,MTR
5632,3155,,POLICAB CABLE 0.5 MM ,,100,1.0,100.0,MTR
5633,3156,,ROTARI MACHINE BASE ,0,1,1.0,1.0,NOS
5634,3157,,WELDING MACHINE,0,1,1.0,1.0,SET
5635,3157,,WELDING ELECTROD 3.15 MM,,1,1.0,1.0,NOS
5636,3157,,HARDWARE SET,,1,1.0,1.0,NOS
5637,3158,00962-11-36,,0,4,1.0,4.0,NOS
5638,3158,00961-25-43,,,2,1.0,2.0,NOS
5639,3158,00961-15-49,,,4,1.0,4.0,NOS
5640,3158,00961-21-56,,,2,1.0,2.0,NOS
5641,3158,00961-25-56,,,2,1.0,2.0,NOS
5642,3158,00962-17-53,,,2,1.0,2.0,NOS
5643,3158,00962-13-36,,,2,1.0,2.0,NOS
5644,3158,00962-03-36,,,2,1.0,2.0,NOS
5645,3158,00962-03-37,,,2,1.0,2.0,NOS
5646,3159,00962-17-71,,0,2,1.0,2.0,NOS
5647,3159,00962-13-37,,,2,1.0,2.0,NOS
5648,3159,00962-13-63,,,4,1.0,4.0,NOS
5649,3159,00962-13-66,,,2,1.0,2.0,NOS
5650,3159,01015-15-48,,,2,1.0,2.0,NOS
5651,3159,00962-07-36,,,2,1.0,2.0,NOS
5652,3159,00962-19-37,,,2,1.0,2.0,NOS
5653,3159,00962-15-41,,,2,1.0,2.0,NOS
5654,3159,00962-15-36,,,2,1.0,2.0,NOS
5655,3159,00962-19-41,,,2,1.0,2.0,NOS
5656,3159,00962-15-37,,,2,1.0,2.0,NOS
5657,3159,00962-19-36,,,2,1.0,2.0,NOS
5658,3159,00962-11-37,,,4,1.0,4.0,NOS
5659,3160,00966-03-12,,0,1,1.0,1.0,NOS
5660,3160,01015-15-20,,,2,1.0,2.0,NOS
5661,3160,00965-03-11,,,2,1.0,2.0,NOS
5662,3160,01015-15-11,,,2,1.0,2.0,NOS
5663,3160,00962-09-12-R1,,,2,1.0,2.0,NOS
5664,3160,00961-17-12,,,2,1.0,2.0,NOS
5665,3160,00961-17-11,,,2,1.0,2.0,NOS
5666,3160,00961-15-11,,,2,1.0,2.0,NOS
5667,3160,00961-23-11,,,2,1.0,2.0,NOS
5668,3160,00962-17-66,,,4,1.0,4.0,NOS
5669,3160,00961-27-88,,,8,1.0,8.0,NOS
5670,3160,00962-17-11,,,2,1.0,2.0,NOS
5671,3160,825,,,2,1.0,2.0,NOS
5672,3160,00962-09-13 R1,,,2,1.0,2.0,NOS
5673,3161,01015-05-41,,0,2,1.0,2.0,NOS
5674,3161,01015-09-41,,,2,1.0,2.0,NOS
5675,3161,01015-05-36,,,2,1.0,2.0,NOS
5676,3161,00961-09-39,,,2,1.0,2.0,NOS
5677,3161,1015-09-36,,,2,1.0,2.0,NOS
5678,3162,,FERULE TUBE,0,5,1.0,5.0,MTR
5679,3162,,mcb 4 amp ,,10,1.0,10.0,NOS
5680,3162,,SOLDER GUN,,1,1.0,1.0,NOS
5681,3162,,solder metal,,2,1.0,2.0,MTR
5682,3162,,LUG 1.5 MM,,50,1.0,50.0,NOS
5683,3162,,SENSER wire ,,72,1.0,72.0,MTR
5684,3162,,TEKNIC 2 HOLE PEDANT BOX,,5,1.0,5.0,NOS
5685,3162,,heating slive,,4,1.0,4.0,MTR
5686,3162,,hot air gan,,1,1.0,1.0,NOS
5687,3163,,NYLONE RUBBER,0,66,1.0,66.0,NOS
5688,3164,00966-05-56,,0,1,1.0,1.0,NOS
5689,3164,00965-03-53,,,2,1.0,2.0,NOS
5690,3164,00965-05-71,,,4,1.0,4.0,NOS
5691,3164,01015-17-71,,,1,1.0,1.0,NOS
5692,3164,00965-09-56,,,2,1.0,2.0,NOS
5693,3164,00966-03-68,,,1,1.0,1.0,NOS
5694,3164,00966-03-61,,,1,1.0,1.0,NOS
5695,3164,00966-03-62,,,1,1.0,1.0,NOS
5696,3164,00966-03-63,,,1,1.0,1.0,NOS
5697,3164,00965-05-56,,,2,1.0,2.0,NOS
5698,3164,00965-05-48,,,2,1.0,2.0,NOS
5699,3164,00965-05-72,,,2,1.0,2.0,NOS
5700,3164,00965-09-48,,,2,1.0,2.0,NOS
5701,3164,00966-03-69,,,1,1.0,1.0,NOS
5702,3164,00966-05-53,,,1,1.0,1.0,NOS
5703,3165,1010-00-000,,0,1,1.0,1.0,NOS
5704,3165,1010-01-014,,,1,1.0,1.0,NOS
5705,3165,1010-05-005,,,1,1.0,1.0,NOS
5706,3165,1010-06-003,,,1,1.0,1.0,NOS
5707,3166,,LUG 0.5 MM,0,100,1.0,100.0,NOS
5708,3166,,LUG 1.5 MM,,100,1.0,100.0,NOS
5709,3166,,DUAL LUG 1.5 MM,,20,1.0,20.0,NOS
5710,3166,,FACE MASK,,2,1.0,2.0,NOS
5711,3166,,TESTER,,1,1.0,1.0,NOS
5712,3166,,STEEPER,,1,1.0,1.0,NOS
5713,3166,,CRIMPER,,1,1.0,1.0,NOS
5714,3166,,LINER,,1,1.0,1.0,NOS
5715,3167,,ROBO PANAL STAND ,0,2,1.0,2.0,NOS
5716,3167,,MOUNTING BKT,,20,1.0,20.0,NOS
5717,3167,,"4"" GRINDING MACHINE DEWALT MAKE",,1,1.0,1.0,NOS
5718,3167,,"4"" CUTTING WHEEL",,10,1.0,10.0,NOS
5719,3167,,CABAL TRAY WITH COVER,,2,1.0,2.0,NOS
5720,3167,,DRILL 13 MM,,1,1.0,1.0,NOS
5721,3167,,SENCER BKT,,10,1.0,10.0,NOS
5722,3167,,ANCHOR FASTNER 10 X 150,,250,1.0,250.0,NOS
5723,3167,,RED COLER ILPB,,10,1.0,10.0,NOS
5724,3167,,GREEN COLER ILPB,,5,1.0,5.0,NOS
5725,3167,,GREEN COLER PUSH BUTTON,,5,1.0,5.0,NOS
5726,3167,,RED COLER PUSH BUTTON,,5,1.0,5.0,NOS
5727,3167,,SHOLDER GUN ,,1,1.0,1.0,NOS
5728,3167,,HEATING SLIVE ,,5,1.0,5.0,MTR
5729,3167,,HOT AIR GUN,,1,1.0,1.0,NOS
5730,3167,,HEX BOLT & NUT WITH WASHER,,50,1.0,50.0,NOS
5731,3167,,LUG ,,200,1.0,200.0,NOS
5732,3167,,HEX BOLT M10 X 30 MM,,50,1.0,50.0,NOS
5733,3167,,CYL COVER,,32,1.0,32.0,NOS
5734,3168,1015-07-41,,0,2,1.0,2.0,NOS
5735,3168,00965-09-49,,,2,1.0,2.0,NOS
5736,3168,00966-11-68,,,1,1.0,1.0,NOS
5737,3168,00965-03-48,,,2,1.0,2.0,NOS
5738,3168,00965-09-42,,,2,1.0,2.0,NOS
5739,3168,00965-09-43,,,2,1.0,2.0,NOS
5740,3168,00966-09-42,,,1,1.0,1.0,NOS
5741,3168,00962-05-48,,,2,1.0,2.0,NOS
5742,3168,00966-03-41,,,2,1.0,2.0,NOS
5743,3168,00962-11-41,,,2,1.0,2.0,NOS
5744,3168,00965-11-37,,,2,1.0,2.0,NOS
5745,3168,00965-11-36,,,2,1.0,2.0,NOS
5746,3169,,SMPS 5 AMP,0,1,1.0,1.0,NOS
5747,3169,,SMPS 14 AMP,,2,1.0,2.0,NOS
5748,3170,,ANCHOR CAMICAL FASTNER 16 X 190,0,20,1.0,20.0,NOS
5749,3170,,CAMICAL TUBE ,,5,1.0,5.0,NOS
5750,3171,,SPANER SET,0,1,1.0,1.0,SET
5751,3171,,ALLAN KEY SET,,1,1.0,1.0,SET
5752,3171,,T ALLAN KEY 3 MM,,1,1.0,1.0,NOS
5753,3171,,ALLAN BOLT 4 X 20 MM LONG,,20,1.0,20.0,NOS
5755,3172,	00962-13-42,,,2,1.0,2.0,NOS
5756,3172,00965-09-37,,,2,1.0,2.0,NOS
5757,3172,00966-07-39,,,1,1.0,1.0,NOS
5758,3172,00966-03-36,,,1,1.0,1.0,NOS
5759,3172,00965-09-44,,,2,1.0,2.0,NOS
5760,3173,00961-09-36,,0,2,1.0,2.0,NOS
5761,3173,00961-11-39,,,2,1.0,2.0,NOS
5762,3173,00961-11-37,,,2,1.0,2.0,NOS
5763,3173,00961-11-40,,,2,1.0,2.0,NOS
5764,3173,01015-03-41,,,2,1.0,2.0,NOS
5765,3173,00961-09-40,,,2,1.0,2.0,NOS
5766,3173,00966-05-38,,,1,1.0,1.0,NOS
5767,3173,00966-05-36,,,1,1.0,1.0,NOS
5768,3173,00966-05-39,,,1,1.0,1.0,NOS
5769,3173,00966-05-37,,,1,1.0,1.0,NOS
5770,3174,5QP810426A,CONTENER TROLLY ,0,5,1.0,5.0,NOS
5771,3174,5QP810426,,,3,1.0,3.0,NOS
5772,3175,,FANCING 2 MTR X 1 MTR,0,20,1.0,20.0,NOS
5773,3175,,"4"" CUTTING WHEEL ",,15,1.0,15.0,NOS
5774,3175,,"4"" GRINDING WHEEL ",,5,1.0,5.0,NOS
5775,3175,,"4"" POLISH WHEEL",,5,1.0,5.0,NOS
5776,3176,,OMRON MAKE IN PUT CARD,0,2,1.0,2.0,NOS
5777,3176,,OMRON MAKE OUT PUT CARD,,1,1.0,1.0,NOS
5778,3176,,GREEN COLER INDICATORE,,10,1.0,10.0,NOS
5779,3177,,PANNEL,0,5,1.0,5.0,NOS
5780,3178,00965-05-37,,0,2,1.0,2.0,NOS
5781,3178,01015-17-36,,,1,1.0,1.0,NOS
5782,3178,00965-05-41,,,2,1.0,2.0,NOS
5783,3178,00966-05-41,,,1,1.0,1.0,NOS
5784,3178,00966-5-42,,,1,1.0,1.0,NOS
5785,3178,00965-05-36,,,2,1.0,2.0,NOS
5786,3178,01015-19-36,,,1,1.0,1.0,NOS
5787,3178,00961-11-36,,,2,1.0,2.0,NOS
5788,3179,,REAR WHEEL HOUSE LH,0,8,1.0,8.0,NOS
5789,3180,,conatore 14 amp,0,2,1.0,2.0,NOS
5790,3180,,CABLE TAI 300,,200,1.0,200.0,NOS
5791,3180,,CABLE TAI 200,,200,1.0,200.0,NOS
5792,3180,,CABLE TAI 150,,300,1.0,300.0,NOS
5793,3180,,multimiter,,1,1.0,1.0,NOS
5794,3180,,shorting link,,1000,1.0,1000.0,NOS
5795,3181,,ANCHOR FASTNER 10 X 100,0,120,1.0,120.0,NOS
5796,3181,,ALLAN BOLT M 6 X 16,,100,1.0,100.0,NOS
5797,3181,,PLAIN WAHER M6,,100,1.0,100.0,NOS
5798,3181,,SPRING WASHER M6 ,,100,1.0,100.0,NOS
5799,3181,,DRILL 13 MM,,1,1.0,1.0,NOS
5800,3181,,SPRING WASHER M10,,120,1.0,120.0,NOS
5801,3182,,FENCING ,0,22,1.0,22.0,NOS
5802,3183,,MS PLATE 1250 X 1250 X 5 MM,0,2,1.0,2.0,NOS
5803,3183,,MS PLATE 1250 X 1250 X 8 MM,,1,1.0,1.0,NOS
5804,3183,,MS PLATE CUT 5 MM,,4,1.0,4.0,NOS
5805,3184,,MS PLATE 1250 X 1250 X 2 MM,0,1,1.0,1.0,NOS
5806,3184,,MS PLATE 1250 X 1250 X 1.6 MM,,1,1.0,1.0,NOS
5807,3185,00930-05-42,,0,1,1.0,1.0,NOS
5808,3185,00930-06-42,,,1,1.0,1.0,NOS
5809,3185,00928-03-41,,,1,1.0,1.0,NOS
5810,3185,00928-04-41,,,1,1.0,1.0,NOS
5811,3185,00965-09-37,,,2,1.0,2.0,NOS
5812,3185,00960-15-42,,,1,1.0,1.0,NOS
5813,3185,00960-05-41,,,1,1.0,1.0,NOS
5814,3185,00960-19-36,,,1,1.0,1.0,NOS
5815,3186,00965-13-80,,0,1,1.0,1.0,NOS
5816,3186,00965-15-49,,,2,1.0,2.0,NOS
5817,3186,00965-15-48,,,2,1.0,2.0,NOS
5818,3186,00966-23-48,,,1,1.0,1.0,NOS
5819,3186,00991-07-48,,,2,1.0,2.0,NOS
5820,3186,00966-19-48,,,1,1.0,1.0,NOS
5821,3186,00966-21-43,,,1,1.0,1.0,NOS
5822,3186,00966-21-42,,,2,1.0,2.0,NOS
5823,3186,00991-03-49,,,2,1.0,2.0,NOS
5824,3186,00991-03-48,,,2,1.0,2.0,NOS
5825,3186,00991-05-41,,,2,1.0,2.0,NOS
5826,3186,0966-15-48,,,1,1.0,1.0,NOS
5827,3186,00991-05-36,,,2,1.0,2.0,NOS
5828,3186,00991-05-36,,,2,1.0,2.0,NOS
5829,3186,00966-21-38,,,1,1.0,1.0,NOS
5830,3186,00966-21-68,,,1,1.0,1.0,NOS
5831,3186,00965-15-32,,,2,1.0,2.0,NOS
5832,3186,096-07-88,,,1,1.0,1.0,NOS
5833,3186,00966-19-92,,,1,1.0,1.0,NOS
5834,3186,00966-15-68,,,1,1.0,1.0,NOS
5835,3186,00966-19-68,,,1,1.0,1.0,NOS
5836,3186,00966-15-92,,,1,1.0,1.0,NOS
5837,3187,5QP810425,CONTENER TROLLY,0,4,1.0,4.0,NOS
5838,3188,,FERULE TUBE 3.2 MM,0,15,1.0,15.0,MTR
5839,3188,,END BLOCK,,50,1.0,50.0,NOS
5840,3188,,SOLDER WIRE,,5,1.0,5.0,MTR
5841,3188,,SLIVE ,,5,1.0,5.0,MTR
5842,3188,,SAFETY SWITCH,,50,1.0,50.0,NOS
5843,3188,,OMRON MAKE IN PUT CARD,,1,1.0,1.0,NOS
5844,3188,,INSULATION TAP,,5,1.0,5.0,NOS
5845,3188,,CONDUTE PIPE,,40,1.0,40.0,NOS
5846,3188,,DRILL 3.2 MM,,1,1.0,1.0,NOS
5847,3188,,DRILL 4 MM,,1,1.0,1.0,NOS
5848,3188,,FENCING,,2,1.0,2.0,NOS
5849,3188,,CHANNEL 100 MM,,2,1.0,2.0,NOS
5850,3188,,STAND,,6,1.0,6.0,NOS
5851,3188,,SQ TUBE  2 MTE,,3,1.0,3.0,NOS
5852,3189,,STAND,0,4,1.0,4.0,NOS
5853,3189,,PAINT (YELLOW),,1,1.0,1.0,NOS
5854,3190,,MS PLATE 1250 X 1250 X 1.6 MM,0,1,1.0,1.0,NOS
5860,3191,00945-21-04,,,12,1.0,12.0,NOS
5861,3191,00945-17-14,,,12,1.0,12.0,NOS
5862,3192,00945-31-01,,0,6,1.0,6.0,NOS
5863,3192,00945-19-04,,,6,1.0,6.0,NOS
5864,3193,00966-23-71,,0,1,1.0,1.0,NOS
5865,3193,00992-15-71,,,2,1.0,2.0,NOS
5866,3193,00967-13-49,,,2,1.0,2.0,NOS
5867,3193,00992-19-71,,,2,1.0,2.0,NOS
5868,3193,00992-11-64,,,2,1.0,2.0,NOS
5869,3193,00930-13-73,,,2,1.0,2.0,NOS
5870,3193,00967-19-93,,,2,1.0,2.0,NOS
5871,3193,00940-11-02,,,1,1.0,1.0,NOS
5872,3193,00940-12-02,,,1,1.0,1.0,NOS
5873,3193,00967-19-92,,,2,1.0,2.0,NOS
5874,3193,00940-07-05,,,2,1.0,2.0,NOS
5875,3193,00940-08-05,,,2,1.0,2.0,NOS
5876,3193,00967-19-71,,,2,1.0,2.0,NOS
5877,3193,00966-17-68,,,1,1.0,1.0,NOS
5878,3193,00963-19-71,,,1,1.0,1.0,NOS
5879,3193,00963-21-71,,,1,1.0,1.0,NOS
5880,3193,00963-17-71,,,1,1.0,1.0,NOS
5881,3193,00966-17-92,,,1,1.0,1.0,NOS
5882,3193,00992-03-71,,,2,1.0,2.0,NOS
5883,3193,00992-03-72,,,2,1.0,2.0,NOS
5884,3194,,ROUND PIN,0,33,1.0,33.0,NOS
5885,3195,,ROBOTIC SPOT WELDING FIXTURE OP-10,0,1,1.0,1.0,NOS
5886,3195,,ROBOTIC SPOT WELDING FIXTURE OP-20,,1,1.0,1.0,NOS
5887,3195,,TEKNIK 4 HOLE PENDEN BOX ,,3,1.0,3.0,NOS
5888,3195,,MIMIK PANEL,,2,1.0,2.0,NOS
5889,3195,,RIO PAN,,2,1.0,2.0,NOS
5890,3195,,CAT 6 CABLE,,45,1.0,45.0,MTR
5891,3195,,CABLE TAG,,200,1.0,200.0,NOS
5892,3195,,19 CORE POLYCAB CABLE,,100,1.0,100.0,MTR
5893,3195,,1 PELE RELAY,,8,1.0,8.0,MTR
5894,3196,00963-03-59,,0,1,1.0,1.0,NOS
5895,3196,00992-17-41,,,2,1.0,2.0,NOS
5896,3196,00963-03-42,,,1,1.0,1.0,NOS
5897,3196,00992-13-36,,,2,1.0,2.0,NOS
5898,3196,00992-11-36,,,2,1.0,2.0,NOS
5899,3196,00963-03-41,,,1,1.0,1.0,NOS
5900,3196,00992-03-41,,,2,1.0,2.0,NOS
5901,3196,00963-07-42,,,1,1.0,1.0,NOS
5902,3196,00963-11-41,,,2,1.0,2.0,NOS
5903,3196,00992-03-42,,,2,1.0,2.0,NOS
5904,3196,00992-13-41,,,2,1.0,2.0,NOS
5905,3196,00992-11-41,,,2,1.0,2.0,NOS
5906,3196,00992-07-41,,,2,1.0,2.0,NOS
5907,3196,00992-21-41,,,2,1.0,2.0,NOS
5908,3196,00992-17-36,,,2,1.0,2.0,NOS
5909,3196,00963-07-62,,,1,1.0,1.0,NOS
5910,3196,00992-07-36,,,2,1.0,2.0,NOS
5911,3196,00992-11-53,,,2,1.0,2.0,NOS
5912,3196,00992-09-71,,,2,1.0,2.0,NOS
5913,3196,00992-15-53,,,2,1.0,2.0,NOS
5914,3196,00991-11-32,,,2,1.0,2.0,NOS
5915,3196,00992-05-48,,,2,1.0,2.0,NOS
5916,3196,00992-11-48,,,2,1.0,2.0,NOS
5917,3196,00967-15-53,,,2,1.0,2.0,NOS
5918,3196,00964-17-41,,,4,1.0,4.0,NOS
5919,3196,00964-11-37,,,2,1.0,2.0,NOS
5920,3196,00964-11-48,,,1,1.0,1.0,NOS
5921,3196,009964-11-50,,,1,1.0,1.0,NOS
5922,3196,00964-11-36,,,2,1.0,2.0,NOS
5923,3196,00964-11-49,,,1,1.0,1.0,NOS
5924,3196,00967-19-37,,,2,1.0,2.0,NOS
5925,3196,00992-19-36,,,2,1.0,2.0,NOS
5926,3196,00992-19-49,,,2,1.0,2.0,NOS
5927,3196,00964-15-50,,,1,1.0,1.0,NOS
5928,3196,00964-15-37,,,2,1.0,2.0,NOS
5929,3196,00964-15-36,,,2,1.0,2.0,NOS
5930,3196,00992-19-48,,,4,1.0,4.0,NOS
5931,3196,00967-19-36,,,2,1.0,2.0,NOS
5932,3197,,ROUND PIN,0,59,1.0,59.0,NOS
5933,3198,00940-07-11,,0,1,1.0,1.0,NOS
5934,3198,00940-08-10,,,1,1.0,1.0,NOS
5935,3198,00935-01-13,,,6,1.0,6.0,NOS
5936,3198,00935-01-13,,,6,1.0,6.0,NOS
5937,3198,00935-01-13.1,,,6,1.0,6.0,NOS
5938,3198,00935-01-13.3,,,6,1.0,6.0,NOS
5939,3198,00935-01-13.5,,,6,1.0,6.0,NOS
5940,3199,,FAN,0,1,1.0,1.0,NOS
5941,3200,,M8 STUD (1 MTR),0,2,1.0,2.0,NOS
5942,3200,,THINNER QD,,2,1.0,2.0,NOS
5943,3200,,M8 NUT,,30,1.0,30.0,NOS
5944,3200,,SELF THRADE SCREW,,40,1.0,40.0,NOS
5945,3200,,PLAIN WASHER M8,,30,1.0,30.0,NOS
5946,3200,,PG 21 GLAND,,20,1.0,20.0,NOS
5947,3200,,PG 16 GLAND,,20,1.0,20.0,NOS
5948,3200,,PG 16 CONDUTE ,,50,1.0,50.0,MTR
5949,3200,,LUG 0.5 MM,,600,1.0,600.0,MTR
5950,3200,,SENSOR 12 MM,,6,1.0,6.0,NOS
5951,3200,,ALLAN CSK 4*25 MM,,100,1.0,100.0,NOS
5952,3201,,NONC CONTACT ,0,20,1.0,20.0,NOS
5953,3201,,RED SWITCH,,4,1.0,4.0,NOS
5954,3202,00964-11-48,,0,1,1.0,1.0,NOS
5955,3202,00992-19-36,,,2,1.0,2.0,NOS
5956,3202,00964-15-37,,,2,1.0,2.0,NOS
5957,3202,00964-11-37,,,2,1.0,2.0,NOS
5958,3202,00964-15-50,,,1,1.0,1.0,NOS
5959,3202,00967-19-37,,,2,1.0,2.0,NOS
5960,3202,00967-19-36,,,2,1.0,2.0,NOS
5961,3202,00992-19-49,,,2,1.0,2.0,NOS
5962,3202,00992-19-48,,,4,1.0,4.0,NOS
5963,3202,00964-15-36,,,2,1.0,2.0,NOS
5964,3202,00964-11-36,,,2,1.0,2.0,NOS
5965,3202,00964-17-41,,,4,1.0,4.0,NOS
5966,3202,00938-11-06,,,1,1.0,1.0,NOS
5967,3202,00940-03-01,,,3,1.0,3.0,NOS
5968,3202,00938-03-01,,,2,1.0,2.0,NOS
5969,3202,00938-09-02,,,2,1.0,2.0,NOS
5970,3202,00940-15-02,,,4,1.0,4.0,NOS
5971,3202,00938-03-02,,,2,1.0,2.0,NOS
5972,3202,00938-11-05,,,2,1.0,2.0,NOS
5973,3202,00938-01-04,,,2,1.0,2.0,NOS
5974,3202,00940-07-07,,,1,1.0,1.0,NOS
5975,3202,00940-08-07,,,1,1.0,1.0,NOS
5976,3202,00938-09-04,,,2,1.0,2.0,NOS
5977,3202,00940-07-04,,,4,1.0,4.0,NOS
5978,3202,00938-21-01,,,2,1.0,2.0,NOS
5979,3202,00938-11-01,,,2,1.0,2.0,NOS
5980,3202,00940-11-04,,,2,1.0,2.0,NOS
5981,3202,00938-11-02,,,2,1.0,2.0,NOS
5982,3202,00938-05-01,,,2,1.0,2.0,NOS
5983,3202,00938-11-04,,,2,1.0,2.0,NOS
5984,3202,00938-09-09,,,2,1.0,2.0,NOS
5985,3202,00938-11-09,,,1,1.0,1.0,NOS
5986,3202,00938-09-10,,,2,1.0,2.0,NOS
5987,3202,00938-03-05,,,2,1.0,2.0,NOS
5988,3202,00940-09-06,,,2,1.0,2.0,NOS
5989,3202,00940-09-03,,,2,1.0,2.0,NOS
5990,3203,,MS PLATE 1 MTR X 1 MTR,0,1,1.0,1.0,NOS
5991,3204,,ROUND PIN,0,22,1.0,22.0,NOS
5992,3205,00938-01-06,,0,2,1.0,2.0,NOS
5993,3205,00938-15-05,,,2,1.0,2.0,NOS
5994,3205,00938-01-16,,,2,1.0,2.0,NOS
5995,3205,00940-05-01,,,2,1.0,2.0,NOS
5996,3205,00938-11-07,,,2,1.0,2.0,NOS
5997,3205,00938-07-04,,,2,1.0,2.0,NOS
5998,3205,00938-01-14,,,2,1.0,2.0,NOS
5999,3205,00938-09-09,,,2,1.0,2.0,NOS
6000,3205,00938-09-06,,,2,1.0,2.0,NOS
6001,3205,00940-09-05,,,2,1.0,2.0,NOS
6002,3206,,MS PLATE 1500 X 3000 X 30 MM,0,1,1.0,1.0,NOS
